query,prod_nm,prod_mid,profit,ctr,profit_rank
大魯閣,大魯閣 Roller186 滑輪場｜台北小巨蛋館,143586,2,6.86,1
大魯閣,大魯閣 Roller186 滑輪場｜台中新時代館,143633,1,8.04,2
大魯閣,大魯閣 Roller186 滑輪場｜台南南紡館,115588,1,4.65,3
天橋立,【1人成團】日本京都天橋立一日遊｜伊根灣遊船・伊根舟屋/美山茅草屋之里｜伊根灣遊船・可選鮑魚或半蟹海鮮鍋｜大阪難波／京都出發,155289,2545,38.4,1
天橋立,日本天橋立一日遊｜京都伊根舟屋＆伊根灣遊船｜可選含纜車＆遊船設施門票（大阪/京都出發）,25439,1579,35.11,2
天橋立,日本三景京都天橋立一日遊｜天橋立觀景台・智恩寺・伊根舟屋・伊根灣遊船｜可選含纜車與遊船票方案｜贈每人蝦條｜大阪/京都出發,145830,825,27.19,3
天橋立,【日本三景天橋立一日遊】京都丹後海上列車&天橋立纜車&伊根舟屋&伊根町一日遊 ｜大阪出發｜可選含票券,528649,648,26.12,4
天橋立,京都伊根天橋立經典一日遊｜伊根舟屋・INE CAFE・伊根灣遊船・智恩寺・迴旋橋｜可加購景點門票・中英文雙語導遊,269936,383,21.2,5
天橋立,【一人成行京都出發】京都秘境一日遊｜美山合掌村、天橋立、伊根舟屋｜（將滿額請儘早訂購）,162588,160,23.53,6
天橋立,京都天橋立美山一日遊｜伊根舟屋・伊根町・舟屋日及・天橋立・京都合掌村美山茅屋部落｜大阪難波出發,184538,73,16.07,7
天橋立,日本京都伊根舟屋・天橋立・美山合掌村一日遊｜大阪出發,535726,63,13.77,8
天橋立,日本｜大阪｜京都｜包車一日遊｜大阪/京都往返｜客製化行程,554512,53,4.24,9
天橋立,京都天橋立・伊根灣舟屋・美山茅葺之裡一日遊｜贈限定明信片 大阪／京都出發,577085,51,16.53,10
天橋立一日遊,日本三景京都天橋立一日遊｜天橋立觀景台・智恩寺・伊根舟屋・伊根灣遊船｜可選含纜車與遊船票方案｜贈每人蝦條｜大阪/京都出發,145830,169,29.89,1
天橋立一日遊,日本天橋立一日遊｜京都伊根舟屋＆伊根灣遊船｜可選含纜車＆遊船設施門票（大阪/京都出發）,25439,78,27.72,2
天橋立一日遊,【日本三景天橋立一日遊】京都丹後海上列車&天橋立纜車&伊根舟屋&伊根町一日遊 ｜大阪出發｜可選含票券,528649,35,21.18,3
天橋立一日遊,【1人成團】日本京都天橋立一日遊｜伊根灣遊船・伊根舟屋/美山茅草屋之里｜伊根灣遊船・可選鮑魚或半蟹海鮮鍋｜大阪難波／京都出發,155289,20,36.61,4
天橋立一日遊,【一人成行京都出發】京都秘境一日遊｜美山合掌村、天橋立、伊根舟屋｜（將滿額請儘早訂購）,162588,11,33.33,5
天橋立一日遊京都出發,【1人成團】日本京都天橋立一日遊｜伊根灣遊船・伊根舟屋/美山茅草屋之里｜伊根灣遊船・可選鮑魚或半蟹海鮮鍋｜大阪難波／京都出發,155289,61,31.94,1
天神祭,天神祭煙火表演，2026年7月25日：觀賞席門票套餐（含便當盒和包裝茶）[集合地點：OMM大廈2樓],580370,12,50.0,1
天空膠囊,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012,159,74.35,1
天空膠囊,釜山全攻略一日遊｜海雲台藍線公園 (天空膠囊 & 海岸列車)・甘川文化村・豪華遊艇・白淺海岸村・海東龍宮寺 & More (釜山出發),11186,58,20.86,2
天空膠囊,釜山精華景點一日遊｜天空膠囊列車、甘川文化村、海雲台藍線公園等熱門景點,131061,32,16.56,3
天空膠囊,釜山日落海雲台天空膠囊與釜山夜景之旅 | 韓國,282640,20,21.43,4
天立橋,日本天橋立一日遊｜京都伊根舟屋＆伊根灣遊船｜可選含纜車＆遊船設施門票（大阪/京都出發）,25439,61,50.0,1
天立橋,大阪周遊卡一日券・二日券 OSAKA AMAZING PASS 電子票,12156,3,13.33,2
天立橋,京都伊根天橋立經典一日遊｜伊根舟屋・INE CAFE・伊根灣遊船・智恩寺・迴旋橋｜可加購景點門票・中英文雙語導遊,269936,1,66.67,3
天草,【路線巴士之旅】天草賞海豚・海景午餐 (含往返車票、熊本出發）（481/519）,33915,75,35.96,1
天草,九州熊本・天草｜ 天草賞海豚 Sea Cruise 船票,101360,20,30.0,2
太宰府,【九州票券】太宰府柳川暢遊套票｜電子票券,21437,89,47.05,1
太宰府,九州大分一日遊｜太宰府天滿宮・別府纜車・由布院（湯布院）・湯平街道・金鱗湖｜可預約由布院之森觀光列車（福岡出發）,248949,58,14.63,2
太宰府,【大分一日遊】日本九州由布院之森人氣觀光列車福岡太宰府別府纜車湯布院小鎮一日遊,530318,54,7.89,3
太宰府,Fun Tour 九州巴士輕鬆遊｜雷山千如寺、 柳川、太宰府、竈門神社｜語音導覽服務,538560,32,15.27,4
太宰府,【季節限定】柳川×系島絕景一日遊｜遊船體驗+夫婦岩+白絲瀑布/雷山千如寺+太宰府,287555,26,12.96,5
太宰府,福岡西鐵｜太宰府 天滿宮+柳川遊船 觀光暢遊套票｜福岡機場國際線領取,181754,11,16.46,6
太宰府,【含 1 人成團方案】福岡一日遊｜太宰府天滿宮 & 網紅景點糸島夫婦岩・天使之羽 & 芥屋大門遊覽船 & 一蘭之森糸島店 & 御笠之湯 ｜博多出發,185513,1,20.51,7
太宰府柳川,【九州票券】太宰府柳川暢遊套票｜電子票券,21437,54,70.09,1
太宰府柳川,【季節限定】柳川×系島絕景一日遊｜遊船體驗+夫婦岩+白絲瀑布/雷山千如寺+太宰府,287555,31,16.67,2
太宰府柳川,Fun Tour 九州巴士輕鬆遊｜雷山千如寺、 柳川、太宰府、竈門神社｜語音導覽服務,538560,22,10.14,3
太宰府柳川,福岡西鐵｜太宰府 天滿宮+柳川遊船 觀光暢遊套票｜福岡機場國際線領取,181754,2,46.55,4
太平山,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,488,38.91,1
太平山,太平山二日遊｜太平山國家森林遊樂區 ＆ 鳩之澤 ＆ 太平山莊住宿一晚,116047,426,29.96,2
太平山,宜蘭太平山國家森林遊樂區門票,100467,57,17.61,3
太平山,海風號甜點觀光列車套票｜紀念車票＆特色餐點,261726,23,2.41,4
太平山,香港太平山頂纜車門票｜凌霄閣摩天台428入場門票,100640,11,16.59,5
奇美,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,708,67.47,1
奇美,奇美博物館｜消失的法老 VR 沉浸探險,572923,171,34.55,2
奇美,高鐵假期｜台南奇美博物館《埃及之王：法老》特展1日,569515,42,30.05,3
奇美,台南奇美博物館門票,24598,26,10.04,4
奇美,台南奇美博物館實境遊戲,102616,15,5.09,5
奇美,台南 Googro3・125 油車租機車推薦｜古巷速客達租車,23351,7,1.45,6
奇美 埃及,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,27,68.97,1
奇美 埃及,奇美博物館｜消失的法老 VR 沉浸探險,572923,6,26.83,2
奇美博物館,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,222,60.53,1
奇美博物館,奇美博物館｜消失的法老 VR 沉浸探險,572923,37,28.17,2
奇美博物館,台南奇美博物館門票,24598,14,14.97,3
奇美埃及,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,72,70.23,1
奇美埃及,高鐵假期｜台南奇美博物館《埃及之王：法老》特展1日,569515,26,43.75,2
奇美埃及,奇美博物館｜消失的法老 VR 沉浸探險,572923,22,35.77,3
奇美埃及展,高鐵假期｜台南奇美博物館《埃及之王：法老》特展1日,569515,29,36.36,1
奇美埃及展,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,14,72.29,2
奇美埃及展,奇美博物館｜消失的法老 VR 沉浸探險,572923,1,24.0,3
奈良,【1人成行】京都奈良一日遊｜嵐山＆伏見稻荷大社＆金閣寺＆奈良公園｜可升級黑毛和牛「神戶牛」涮涮鍋午餐方案（大阪、京都出發）,13894,66,13.62,1
奈良,【含 1 人成團方案】日本勝利達摩之寺一日遊｜網紅景點大阪勝尾寺・京都嵐山・清水寺散步・宇治平等院・奈良東大寺・奈良公園自由餵鹿｜大阪・京都出發,263298,64,21.17,2
奈良,【京都&奈良&宇治一日遊】奈良公園 伏見稻荷大社千本鳥居 世界文化遺產東大寺 平等院 宇治抹茶 宇治公園（大阪或京都出發）,268864,49,31.61,3
奈良,日本奈良親子景點一日遊｜生駒山遊樂園落日飛車・奈良公園餵鹿・東大寺・春日大社・若草山｜大阪出發,525881,35,29.06,4
奈良,日本關西機場 (KIX) 至｜大阪・京都 ・奈良 ・ 神戶 ・名古屋・四國・岡山・鳥取・廣島等接機或送機,129909,29,1.99,5
奈良,關西機場特快 HARUKA 車票,18940,19,3.49,6
奈良,【接機/送機專用】日本關西國際機場（KIX）・大阪伊丹機場（ITM）接機/送機服務｜KIX/ITM⇔大阪市內/京都/神戶/奈良/和歌山,268770,12,0.4,7
奈良,京都奈良一日遊｜清水寺古街漫步・伏見稻荷大社・奈良公園餵鹿體驗｜大阪/京都出發,135949,12,11.72,8
奈良,【日本 JR PASS】關西廣域鐵路周遊券（韓國、馬來西亞、越南、菲律賓郵寄）,20317,8,0.77,9
奈良,京都奈良 奈良公園・伏見稻荷大社・嵐山一日遊｜渡月橋＆竹林小徑・可加購嵯峨野小火車（大阪／京都出發）,270423,4,11.11,10
奈良一日遊,【1人成行】京都奈良一日遊｜嵐山＆伏見稻荷大社＆金閣寺＆奈良公園｜可升級黑毛和牛「神戶牛」涮涮鍋午餐方案（大阪、京都出發）,13894,42,10.71,1
奈良一日遊,【京都&奈良&宇治一日遊】奈良公園 伏見稻荷大社千本鳥居 世界文化遺產東大寺 平等院 宇治抹茶 宇治公園（大阪或京都出發）,268864,38,25.37,2
奈良公園,大阪&京都&奈良超人氣景點一日遊｜勝尾寺達摩牆+嵐山超美竹林+奈良公園餵鹿｜大阪出發｜,575856,47,36.36,1
奈良公園,【京都&奈良&宇治一日遊】奈良公園 伏見稻荷大社千本鳥居 世界文化遺產東大寺 平等院 宇治抹茶 宇治公園（大阪或京都出發）,268864,19,36.36,2
奎爾公園,西班牙巴塞隆納奎爾公園門票 Park Güell,122244,14,69.23,1
奧地利,【40% OFF】歐洲41國 5G eSIM｜3-30天｜每日流量/總量/無限流量｜支援ChatGPT,135866,14,4.52,1
奧地利,奧地利維也納 | 藝術史博物館 Kunsthistorisches Museum 門票,266383,6,3.08,2
奧蘭多,美國佛州｜奧蘭多環球影城門票 Universal Orlando Resort,4095,7,25.49,1
姬路,兵庫神戶一日遊｜姬路城＆家老屋敷跡公園＆有馬溫泉＆六甲山｜可選豪華天婦羅套餐 （大阪出發）,148856,34,20.21,1
姬路城,日本大阪姬路城＋神戶港MOSAIC＋勝尾寺開運祈福一日遊｜大阪出發,578569,38,15.85,1
姬路城,兵庫神戶一日遊｜姬路城＆家老屋敷跡公園＆有馬溫泉＆六甲山｜可選豪華天婦羅套餐 （大阪出發）,148856,35,23.68,2
姬路城,兵庫神戶一日遊｜姬路城．有馬溫泉．六甲山｜中日語服務（大阪出發）,29760,14,16.4,3
威尼斯,義大利威尼斯 | 貢多拉大運河導覽及乘船體驗,117475,32,12.07,1
威尼斯,穆拉諾島和布拉諾島半日遊（威尼斯出發）義大利,21157,31,13.64,2
威尼斯,威尼斯貢多拉之旅體驗 |義大利,7956,13,22.22,3
威尼斯,威尼斯 ACTV 公共交通免排隊通行證,268653,5,18.13,4
宇治,【京都&宇治一日遊】金閣寺、清水寺 二三年坂、宇治 平等院（大阪或京都出發）,269284,36,13.24,1
宇治,京都一日遊｜ 伏見稻荷大社・宇治・勝尾寺｜春季限定淀川背割堤賞櫻(大阪出發),270305,17,13.82,2
宇治,【京都&奈良&宇治一日遊】奈良公園 伏見稻荷大社千本鳥居 世界文化遺產東大寺 平等院 宇治抹茶 宇治公園（大阪或京都出發）,268864,12,20.13,3
宇治,日本京都宇治｜抹茶茶道製作體驗（含日式甜點・高級宇治抹茶）,139998,3,16.26,4
宜蘭,宜蘭龜山島登島賞鯨半日遊,5297,488,12.82,1
宜蘭,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,158,13.17,2
宜蘭,【保證有位】台灣宜蘭｜龜山島賞鯨豚・繞島・登島｜獨家贈送兒童繪本,102159,136,5.79,3
宜蘭,宜蘭一日遊｜頭城老街 ＆三星蔥拔蔥蔥油餅DIY 體驗農場 ＆ 張美阿嬤農場＆羅東夜市｜台北或宜蘭出發,116879,98,7.82,4
宜蘭,宜蘭蘭陽動植物王国門票,173190,59,7.49,5
宜蘭,凱渡廣場溫泉酒店,306870,55,2.1,6
宜蘭,宜蘭冬山S型｜獨木舟划船體驗,118296,43,8.67,7
宜蘭,宜蘭｜外澳小山丘馬場·山海騎乘體驗｜全程教練一對一陪同,287294,21,6.65,8
宜蘭,宜蘭那山那谷秘境溯溪體驗｜南澳天然漂漂河・漂流式探險,8603,17,9.94,9
宜蘭,礁溪老爺酒店,306888,15,2.28,10
宜蘭一日遊,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,31,19.63,1
宜蘭傳藝,國立傳統藝術中心宜蘭傳藝園區門票,24308,14,69.7,1
宜蘭包車,宜蘭包車旅遊｜ 客製路線任你安排・行程規劃彈性自由 ｜ 台北、宜蘭出發｜中英服務,113911,27,28.3,1
宜蘭太平山一日遊,【2人成團】宜蘭｜太平山一日遊｜太平山莊＆蹦蹦車｜見晴懷古步道＆鳩之澤溫泉 ＆三星蔥油餅｜台北宜蘭出發｜中英服務｜保證小車出行,133921,46,48.05,1
宜蘭溫泉,宜蘭太平山國家森林遊樂區門票,100467,1,0.0,1
宜蘭租車,宜蘭租機車｜ZOCHA 租車｜鄰近礁溪、宜蘭、羅東火車站,166559,4,30.43,1
宜蘭賞鯨,宜蘭龜山島登島賞鯨半日遊,5297,293,61.73,1
宜蘭賞鯨,【保證有位】台灣宜蘭｜龜山島賞鯨豚・繞島・登島｜獨家贈送兒童繪本,102159,183,38.29,2
宜蘭露營,宜蘭露營｜溪河木露營・露營車＆自搭帳露營體驗,129684,7,31.82,1
宮古,日本沖繩石垣島/宮古島包車接送｜接送機｜點對點接送服務,285449,26,5.0,1
宮古,IB [沖繩/宮古島] 搭乘遊船前往 [Uni Beach]，體驗 1 億像素無人機空拍！從碼頭出發，途經伊良部大橋，享受一段短暫的巡航之旅。免費無人機攝影。,551659,5,20.0,2
宮古島,IB [沖繩/宮古島] 搭乘遊船前往 [Uni Beach]，體驗 1 億像素無人機空拍！從碼頭出發，途經伊良部大橋，享受一段短暫的巡航之旅。免費無人機攝影。,551659,380,18.74,1
宮古島,沖繩宮古島 | 100%邂逅率持續 海龜+小丑魚搜尋浮潛體驗 拍照+照片資料免費 可以空手參加,148905,244,23.07,2
宮古島,沖繩宮古島 | 海龜搜尋浮潛體驗+清晰的SUP照片拍攝+照片資料免費 空手即可參加 無需額外費用！,148904,166,4.96,3
宮古島,【宮古島/可接送】★接受當日預約★【超人氣！與海龜、尼莫和珊瑚一起享受奢華浮潛】<包含潛水服費用！ >,551917,140,16.47,4
宮古島,沖繩/日本 | 宮古島私人包車之旅 | 可從宮古島多處地點出發,23428,135,3.77,5
宮古島,【沖繩，宮古島】藍洞和比吉亞斯！搭船浮潛課程,553374,61,11.66,6
宮古島,【沖繩包車自由行】沖繩本島・石垣島・宮古島　一日或多日行程自由定制或推薦,139514,55,5.56,7
宮古島,沖繩宮古島 | 夜間叢林探險 夜間野生動物園 拍照+照片資料免費 可空手參加,148901,55,16.63,8
宮古島,沖繩宮古島｜無須額外費用！ CLEAR SUP體驗 拍攝+無限量照片資料免費 空手即可參加,148903,45,11.21,9
宮古島,【宮古島/可接送】★接受當日預約★【超值宮古島遊玩套餐！海龜浮潛+沙灘立槳衝浪】免費接送、照片和影片資料！,551789,41,5.83,10
宮古島 uni beach,IB [沖繩/宮古島] 搭乘遊船前往 [Uni Beach]，體驗 1 億像素無人機空拍！從碼頭出發，途經伊良部大橋，享受一段短暫的巡航之旅。免費無人機攝影。,551659,14,32.79,1
宮古島 浮潛,沖繩宮古島 | 100%邂逅率持續 海龜+小丑魚搜尋浮潛體驗 拍照+照片資料免費 可以空手參加,148905,10,36.67,1
宮古島包車,沖繩/日本 | 宮古島私人包車之旅 | 可從宮古島多處地點出發,23428,123,49.52,1
宮古島包車,日本沖繩｜宮古島包車一日遊｜客製化服務、郵輪碼頭可接,155396,61,40.48,2
宮古島浮潛,【沖繩，宮古島】藍洞和比吉亞斯！搭船浮潛課程,553374,38,13.7,1
宮古島浮潛,青之洞窟「藍寶石洞」浮潛 + 南瓜鐘乳洞探險 + 海上獨木舟 1 日遊預約 免費照片檔 / 設備 ( 沖繩 宮古島 伊良部島 ),182850,28,11.11,2
宮古島浮潛,【宮古島/可接送】★接受當日預約★【超人氣！與海龜、尼莫和珊瑚一起享受奢華浮潛】<包含潛水服費用！ >,551917,20,36.14,3
宮古島浮潛,青之洞窟「藍寶石洞」探索＆浮潛半日遊預約照片資料/裝置免費（沖繩宮古島伊良部島）,181990,20,17.24,4
宮古島浮潛,沖繩宮古島海龜浮潛歡迎初學者和家庭免費照片數據,528340,12,23.4,5
宮古島浮潛,沖繩宮古島 | 100%邂逅率持續 海龜+小丑魚搜尋浮潛體驗 拍照+照片資料免費 可以空手參加,148905,11,35.87,6
宮島,JR 山陽＆山陰地區鐵路周遊 7 日券,20315,14,0.0,1
宮崎,【郵輪岸上觀光一日遊】日本宮崎一日遊｜MSC Bellissima 地中海郵輪榮耀號｜中文導遊,268641,86,36.88,1
宮崎,日本九州一日遊｜高千穗峽＆天岩戸神社＆天安河原＆上色見熊野座神社｜可選宮崎特色午餐（福岡出發）,32511,45,9.29,2
宮崎,九州宮崎一日遊｜高千穗天空小火車/高千穗神社・高千穗峽・阿蘇火山草千里｜熊本出發,529118,18,6.71,3
宮崎,日本宮崎高千穗峽＆阿蘇火山草千里一日遊｜含和牛午餐＆可選划船體驗｜福岡出發,287625,16,9.64,4
宮崎,九州JR PASS 北九州/南九州/全九州鐵路周遊券,3494,12,55.56,5
宮崎,【1人成團】九州高千穗一日遊｜可選高千穗峽谷遊船&高千穗小火車&阿蘇山&草千里（熊本出發）,285725,8,9.12,6
宮崎,九州高千穗一日遊｜高千穗峽/可選遊船體驗&高千穗小火車&天安河原｜中英文導遊（福岡出發）,181723,7,6.13,7
宮崎,【1人成團】九州宮崎一日遊｜上色見熊野座神社・高千穗峽・天岩戸神社・天安河原｜限時送和式點心・含免費接駁車（福岡出發）,182363,6,22.84,8
宿務,菲律賓墨寶跳島一日遊｜可選溪降活動｜宿霧出發,11849,122,0.0,1
宿務,菲律賓宿霧 | 麥克坦島跳島之旅,5038,45,13.95,2
宿務,菲律賓 | 宿霧市區—薄荷島 OceanJet 高速渡輪船票,9735,23,5.77,3
宿霧,菲律賓 | 宿霧市區—薄荷島 OceanJet 高速渡輪船票,9735,346,12.1,1
宿霧,菲律賓宿霧 | 麥克坦島跳島之旅,5038,133,13.75,2
宿霧,菲律賓薄荷島一日遊 | 巧克力山＆眼鏡猴＆遊船午餐＆蝴蝶園,5337,105,10.26,3
宿霧,【1 人成團】菲律賓宿霧 | 歐斯陸鯨鯊浮潛、圖馬婁瀑布、墨寶佩斯卡多爾跳島一日,144811,85,16.78,4
宿霧,菲律賓 | 宿霧麥克坦水上活動：拖曳傘、水上摩托車、香蕉船、海底漫步、滑水,9493,77,11.23,5
宿霧,【1 人成團】菲律賓宿霧 | 奧斯陸鯨鯊浮潛 & 卡瓦山瀑布峽谷探險一日遊行程,144810,53,9.28,6
宿霧,菲律賓 | 宿霧一日遊：歐斯陸鯨鯊與 Tumalog 瀑布,18479,32,19.38,7
宿霧,菲律賓｜墨寶浮潛一日遊（宿霧出發）：沙丁魚群遷徙、海龜點和卡瓦桑瀑布溯溪體驗,34000,29,11.25,8
宿霧,菲律賓｜宿霧海洋公園的水底餐廳 (Aqua Dining) ：魔幻海底用餐體驗,143460,25,14.23,9
宿霧,【菲律賓】宿霧｜專業司機 3/8/10 小時彈性包車行程｜宿霧 / 麥克坦島,35751,19,11.64,10
宿霧包車,菲律賓｜客製化彈性包車之旅：宿霧島嶼/歐斯陸/巴迪安/墨寶等｜專業司機,11868,13,53.85,1
寄送行李,曼谷行李托運｜Bellugg 行李託運服務（曼谷機場與市區飯店）,10417,2,3.13,1
富國,富國島新世界度假村 3天2晚｜三島遊船探險｜含每日自助早餐及免費觀賞「海之吻」表演及「海之吻」橋。,526924,84,11.11,1
富國,桃園直飛富國島｜自選航班．越南富國島 4 ～ 6 天計畫機票｜1人成行．含行李,137240,21,8.47,2
富國,【越南】富國島珍珠遊樂園門票｜可加選珍珠野生動物園門票 & 泰迪熊博物館門票,100869,6,10.64,3
富國,【越南】富國島太陽世界門票,100556,2,14.0,4
富國島,桃園直飛富國島｜自選航班．越南富國島 4 ～ 6 天計畫機票｜1人成行．含行李,137240,885,18.77,1
富國島,桃園直飛富國島｜自選五星沙灘渡假飯店機加酒自由行 5 日．加贈接送機＋包車一日遊＋太陽世界纜車來回票｜太陽富國航空．1人成行,182190,397,12.45,2
富國島,【越南】富國島珍珠遊樂園門票｜可加選珍珠野生動物園門票 & 泰迪熊博物館門票,100869,349,20.57,3
富國島,越南｜富國島之 Kiss of The Sea 表演門票,137219,245,11.91,4
富國島,富國島新世界度假村 3天2晚｜三島遊船探險｜含每日自助早餐及免費觀賞「海之吻」表演及「海之吻」橋。,526924,153,8.03,5
富國島,【越南】富國島太陽世界門票,100556,125,16.12,6
富國島,富國島 Soc Nau 泥浴、水療與按摩體驗 |越南,262933,58,10.09,7
富國島,一日遊|富國島三島帆船遊：跳島共享遊、浮潛體驗、船上海鮮午餐 |越南,183008,53,12.63,8
富國島,【5折】 越南eSIM Viettel 原生網路 5G高速每天5GB上網方案｜含富國島｜支援ChatGPT,249518,43,7.6,9
富國島,【越南】富國島｜富國大世界GRAND WORLD門票,119144,42,12.05,10
富國島esim,【5折】 越南eSIM Viettel 原生網路 5G高速每天5GB上網方案｜含富國島｜支援ChatGPT,249518,21,71.72,1
富國島esim,越南 eSIM 卡｜越南 Viettel 電信每日 5GB eSIM｜含富國島,266727,2,31.71,2
富國島esim,【買一送一/5折】越南 eSIM 卡｜每日高速9GB｜Vinaphone電信原生資源｜可使用ChatGPT,265185,2,42.67,3
富國島動物園,【越南】富國島珍珠遊樂園門票｜可加選珍珠野生動物園門票 & 泰迪熊博物館門票,100869,50,50.0,1
富國島包車,越南｜富國島私人包車服務（無距離限制）,173303,27,53.46,1
富國島機加酒,桃園直飛富國島｜自選五星沙灘渡假飯店機加酒自由行 5 日．加贈接送機＋包車一日遊＋太陽世界纜車來回票｜太陽富國航空．1人成行,182190,397,40.54,1
富國島機票,桃園直飛富國島｜自選航班．越南富國島 4 ～ 6 天計畫機票｜1人成行．含行李,137240,141,75.34,1
富國島網卡,【5折】 越南eSIM Viettel 原生網路 5G高速每天5GB上網方案｜含富國島｜支援ChatGPT,249518,2,40.91,1
富國島跳島,一日遊|富國島三島帆船遊：跳島共享遊、浮潛體驗、船上海鮮午餐 |越南,183008,19,64.06,1
富國島跳島,富國島跳島一日遊：湯姆島、甘吉島、梅魯特島與纜車體驗 |越南,36414,15,23.08,2
富國島跳島,越南跳島行程｜富國島三島探索一日遊｜搭乘快艇,124326,9,35.19,3
富士,日本富士山完美打卡一日遊｜新倉山淺間公園或天梯小鎮・忍野八海・河口湖大石公園（東京出發）,573307,21,10.0,1
富士,富士山六景熱門打卡拍照一日遊｜淺間公園&日川時計店&忍野八海&河口湖大石公園&羅森便利商店&山中湖餵天鵝（中英韓文服務）,266389,20,6.45,2
富士,樂桃航空・桃園出發｜日本東京5天計劃機票＋自選超值方案｜含行李・早去晚回,137109,14,0.0,3
富士,【KKday獨家～親子旅客限定！】富士山親子一日遊｜富士野生動物園FUJI SAFARI PARK叢林巴士＆忍野八海＆河口湖大石公園｜東京新宿出發【含 1 人成團方案】,528834,6,2.7,4
富士山,【東京富士山一日遊】河口湖・富岳風穴・鳴沢冰穴・忍野八海（保證有位）,12319,2650,31.93,1
富士山,富士山六景熱門打卡拍照一日遊｜淺間公園&日川時計店&忍野八海&河口湖大石公園&羅森便利商店&山中湖餵天鵝（中英韓文服務）,266389,1509,18.32,2
富士山,【1人成團｜贈送纜車體驗】富士山打卡一日遊｜河口湖天上山公園纜車＋忍野八海＋羅森便利店＋淺間公園 (東京出發),150665,1126,26.23,3
富士山,富士山登山之旅：吉田路線【從新宿出發】,271691,755,6.04,4
富士山,日本富士山一日遊｜河口湖・忍野八海・御殿場Outlet・可選溫泉體驗（東京銀座出發）,10999,575,16.78,5
富士山,【贈送纜車票】富士山&箱根一日遊｜蘆之湖水上鳥居&箱根神社&箱根海賊船（可選乘坐）&大涌谷&山中湖&忍野八海,150923,539,12.72,6
富士山,【專屬包車】日本東京市區、市區周邊、富士山、箱根、鎌倉、熱海、伊豆、輕井澤、長野、日光包車一日遊,161744,391,8.19,7
富士山,日本富士山完美打卡一日遊｜新倉山淺間公園或天梯小鎮・忍野八海・河口湖大石公園（東京出發）,573307,307,10.12,8
富士山,日本東京富士山網紅打卡一日遊｜新倉山淺間公園・忍野八海・河口湖四季花海或富士山芝櫻祭｜東京出發（贈送草餅，可選含午餐方案）,184519,286,11.7,9
富士山,富士山熱門打卡景點一日遊｜新倉山淺間公園・忍野八海・河口湖大石公園（東京／新宿出發）,270771,281,12.07,10
富士山 登山,富士山登山之旅：吉田路線【從新宿出發】,271691,136,12.12,1
富士山 箱根,【贈送纜車票】富士山&箱根一日遊｜蘆之湖水上鳥居&箱根神社&箱根海賊船（可選乘坐）&大涌谷&山中湖&忍野八海,150923,33,68.42,1
富士山一日,【贈送纜車票】富士山&箱根一日遊｜蘆之湖水上鳥居&箱根神社&箱根海賊船（可選乘坐）&大涌谷&山中湖&忍野八海,150923,40,14.71,1
富士山一日,富士山六景熱門打卡拍照一日遊｜淺間公園&日川時計店&忍野八海&河口湖大石公園&羅森便利商店&山中湖餵天鵝（中英韓文服務）,266389,39,24.32,2
富士山一日,【1人成團｜贈送纜車體驗】富士山打卡一日遊｜河口湖天上山公園纜車＋忍野八海＋羅森便利店＋淺間公園 (東京出發),150665,6,36.96,3
富士山一日遊,【東京富士山一日遊】河口湖・富岳風穴・鳴沢冰穴・忍野八海（保證有位）,12319,335,35.7,1
富士山一日遊,【1人成團｜贈送纜車體驗】富士山打卡一日遊｜河口湖天上山公園纜車＋忍野八海＋羅森便利店＋淺間公園 (東京出發),150665,268,28.8,2
富士山一日遊,富士山六景熱門打卡拍照一日遊｜淺間公園&日川時計店&忍野八海&河口湖大石公園&羅森便利商店&山中湖餵天鵝（中英韓文服務）,266389,179,21.4,3
富士山一日遊,日本東京富士山網紅打卡一日遊｜新倉山淺間公園・忍野八海・河口湖四季花海或富士山芝櫻祭｜東京出發（贈送草餅，可選含午餐方案）,184519,53,15.86,4
富士山一日遊,富士山熱門打卡景點一日遊｜新倉山淺間公園・忍野八海・河口湖大石公園（東京／新宿出發）,270771,40,21.2,5
富士山一日遊,【富士山網紅打卡一日遊】富士山五合目、河口湖、富士本町通、忍野八海（東京出發）,185032,39,12.5,6
富士山一日遊,【1人成團】富士山經典一日遊｜富士山五合目・河口湖・忍野八海・御殿場Outlet｜可升級獨家A5頂級黑毛和牛「神戶牛」（東京出發）,148912,38,12.9,7
