query,prod_nm,prod_mid,profit,ctr,profit_rank
迪士尼,美國加州｜迪士尼樂園門票｜Disneyland門票｜免排隊購票,4051,96,12.95,6
迪士尼,上海迪士尼度假區門票 Shanghai Disney Resort,7076,71,10.88,7
迪士尼,【禮遇專案價】日本東京｜成田機場・羽田機場・迪士尼・東京市區接送｜可選擇中文或日文司機,151505,70,5.85,8
迪士尼,日本成田機場(NRT)・羽田機場(HND)至東京市區・迪士尼・富士山・箱根・伊豆等區域接送 | 機場專車接送,153737,52,1.89,9
迪士尼,東京市內/成田機場/羽田機場⇔東京迪士尼樂園/迪士尼海洋(Tokyo Disneyland/Disneysea) 私人接送服務|東京出發,536139,23,6.75,10
迪士尼郵輪,桃園出發．長榮航空｜迪士尼郵輪探險號 5 ~ 7 日自由行｜2人成行,493559,5009,11.61,1
迪士尼郵輪,桃園出發．中華航空｜迪士尼郵輪探險號 5 ~ 7 日自由行｜2人成行,285758,3545,25.28,2
迪士尼郵輪,迪士尼遊輪探險號｜3/4 晚｜新加坡出發｜KKday 獨家保留房,262755,1894,34.13,3
迪士尼郵輪,迪士尼遊輪: 迪士尼探險號 Disney Adventure | 從新加坡啟航4晚遊輪假期,528869,1277,34.63,4
迪士尼郵輪,迪士尼遊輪: 迪士尼探險號 Disney Adventure | 從新加坡啟航3晚遊輪假期,528868,0,27.35,5
迪士尼郵輪,桃園出發．星宇航空｜迪士尼郵輪探險號 5 ~ 7 日自由行｜2人成行,525906,0,15.91,6
迪士尼郵輪,迪士尼遊輪: 迪士尼探險號 Disney Adventure | 從新加坡啟航5晚遊輪假期,528870,0,8.25,7
迪士尼郵輪,【迪士尼遊輪】Disney Destiny 命運號｜佛羅里達出發｜巴哈馬航線｜迪士尼私人島嶼體驗,261901,0,3.28,8
迪士尼郵輪,KKday 郵輪代訂及線上諮詢 | 郵輪全球航線優惠,249626,0,2.23,9
迪士尼郵輪,【香港碼頭接送】啟德郵輪碼頭包車接送,267090,0,0.89,10
郵輪,【暑期兒童免費】麗星郵輪 探索星號 Star Navigator ｜2026航次-東北亞航程-基隆港出發,165534,1925,30.13,1
郵輪,Costa Serena 歌詩達郵輪 嶄新莎倫娜號｜2026 年度航程｜最高四人同行二人免費、三人房第三人免費,249993,935,21.77,2
郵輪,MSC Bellissima 地中海郵輪榮耀號 | 2026年度航程｜最高第2人半價｜最高早鳥優惠6000,150465,587,21.45,3
郵輪,【移航優惠價】MSC Bellissima 地中海郵輪 榮耀號｜06/09東京登船  2027/06/20 仁川登船  單程移航航次,267920,155,12.27,4
郵輪,（保證回程）釜山正宗郵輪岸上觀光之旅,262390,32,3.23,5
郵輪,【郵輪岸上觀光一日遊】日本九州福岡一日遊｜MSC Bellissima 地中海郵輪榮耀號｜Coata Serena 歌詩達郵輪莎倫號｜中文導遊,268564,25,3.33,6
郵輪,釜山汎星號遊輪「恩典號」 | 日落夜景及海上煙火,573821,5,0.76,7
郵輪,迪士尼遊輪探險號｜3/4 晚｜新加坡出發｜KKday 獨家保留房,262755,0,8.15,8
郵輪,迪士尼遊輪: 迪士尼探險號 Disney Adventure | 從新加坡啟航4晚遊輪假期,528869,0,6.48,9
郵輪,【泰國】昭披耶公主號郵輪自助晚餐｜Chao Phraya Princess River Cruise,2567,0,1.92,10
釜山,釜山通行證 VISIT BUSAN PASS,138477,4291,25.11,1
釜山,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012,1027,25.14,2
釜山,釜山精華景點一日遊｜天空膠囊列車、甘川文化村、海雲台藍線公園等熱門景點,131061,908,15.71,3
釜山,慶州精選行程（一日／半日）｜佛國寺、石窟庵、皇理團路、東宮與月池（雁鴨池）、月精橋、大陵苑、良洞村與校村、海雲台藍線公園天空膠囊（釜山出發）,17654,663,10.37,4
釜山,釜山遊艇體驗｜廣安里 海雲台 共乘遊艇｜Yacht Holic,134684,634,7.66,5
釜山,【嗨GO! 飛航日】釜山航空・桃園出發｜釜山計畫機票＋自選超值方案｜2 人成行・含行李,144562,492,7.34,6
釜山,釜山斜坡滑車門票,152412,410,11.02,7
釜山,釜山全攻略一日遊｜海雲台藍線公園 (天空膠囊 & 海岸列車)・甘川文化村・豪華遊艇・白淺海岸村・海東龍宮寺 & More (釜山出發),11186,369,14.49,8
釜山,韓國釜山汗蒸幕推薦｜新世界 SPA LAND 汗蒸幕入場券,12213,253,8.19,9
釜山,慶州日夜遊｜皇理團路、大陵苑、佛國寺、慶州校村、雁鴨池、月精橋（釜山出發）,131062,220,6.98,10
釜山pass,釜山通行證 VISIT BUSAN PASS,138477,6085,75.33,1
釜山pass,【韓國自由行必備】T-money Card 交通卡(桃園機場取件),18161,77,6.25,2
釜山pass,免費領取 新世界免稅店Gold Pass折扣卡 (明洞店&釜山店）,531191,0,5.22,3
釜山pass,釜山/ 大邱出發 : 大邱一日遊 & E-World / 83 Tower Pass,282428,0,3.26,4
釜山pass,[Stray Kids] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530830,0,1.63,5
釜山pass,★Kkday獨家特價優惠★ 釜山遊艇遊覽遊艇,261440,0,7.34,6
釜山pass,明洞通行證 - 免費禮品和特別優惠券及購物指南,185470,0,1.1,7
釜山pass,[ITZY] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530841,0,3.3,8
釜山pass,[NMIXX] KKday x WOWPASS 官方聯名卡 ｜台灣桃園/松山機場取件,530846,0,7.01,9
釜山pass,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012,0,0.0,10
長岡,新潟2日遊｜從枡席觀賞！清津峽與津南向日葵花田 | 新潟市內住宿 | 長岡煙火大會（新宿、上野出發）,182222,4616,36.72,1
長岡,日本新潟長岡花火大會一日遊｜日本三大煙火・含門票保證成團・贈夏季浴衣（東京出發）,579135,1959,50.8,2
長岡,【保證出發】日本新潟｜日本三大煙火「長岡花火大會」1日遊｜新宿出發,579223,1234,47.36,3
長岡,新潟長岡花火大會一日遊｜夏季限定日本三大煙火・當地午餐・溫泉體驗（上野/新宿出發）,579139,926,47.21,4
長岡,長岡煙火兩日遊 | 含來回新幹線票！內含苗場王子飯店住宿及指定座位門票。,579511,705,19.64,5
長岡,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」＆輕井澤＆達摩寺　入住長野溫泉飯店 2日遊｜新宿出發,184638,639,36.82,6
長岡,長岡祭大煙火表演 2 天 1 夜觀光巴士之旅：包含龍王SORA Terrace和善光寺觀光，配備中英文導遊（從新宿出發）,285143,609,27.66,7
長岡,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」&「戶隱神社」2日遊｜新宿出發,284399,558,37.7,8
長岡,長岡花火大會一日遊｜含團體席+晚餐｜新宿出發,580485,348,47.13,9
長岡,長岡花火大會 2日遊｜輕井澤購物＋玉原薰衣草公園,580772,322,29.66,10
長岡煙火,日本新潟長岡花火大會一日遊｜日本三大煙火・含門票保證成團・贈夏季浴衣（東京出發）,579135,3343,40.21,1
長岡煙火,新潟2日遊｜從枡席觀賞！清津峽與津南向日葵花田 | 新潟市內住宿 | 長岡煙火大會（新宿、上野出發）,182222,3155,23.8,2
長岡煙火,新潟長岡花火大會一日遊｜夏季限定日本三大煙火・當地午餐・溫泉體驗（上野/新宿出發）,579139,2302,37.33,3
長岡煙火,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」＆輕井澤＆達摩寺　入住長野溫泉飯店 2日遊｜新宿出發,184638,1131,17.24,4
長岡煙火,新潟長岡花火大會 2026 巴士團｜新宿出發,580253,973,38.29,5
長岡煙火,日本長岡煙火大會 A 區專屬席｜善光寺＆松本城國寶雙景點 2 日遊,579203,945,17.39,6
長岡煙火,長岡煙火兩日遊 | 含來回新幹線票！內含苗場王子飯店住宿及指定座位門票。,579511,564,14.91,7
長岡煙火,長岡花火2026| 兩日遊：新幹線來回車票 + 左岸指定席 + 笹倉溫泉「龍雲莊」住宿,579512,505,14.6,8
長岡煙火,長岡祭大煙火表演 2 天 1 夜觀光巴士之旅：包含龍王SORA Terrace和善光寺觀光，配備中英文導遊（從新宿出發）,285143,483,21.18,9
長岡煙火,長岡花火2026| 新幹線來回車票 + 左岸指定席 + 金澤觀光 + 富山兩日遊（含一晚住宿）,579483,304,24.2,10
長岡煙火大會,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」＆輕井澤＆達摩寺　入住長野溫泉飯店 2日遊｜新宿出發,184638,809,22.85,1
長岡煙火大會,長岡花火大會 2日遊｜輕井澤購物＋玉原薰衣草公園,580772,533,20.0,2
長岡煙火大會,新潟2日遊｜從枡席觀賞！清津峽與津南向日葵花田 | 新潟市內住宿 | 長岡煙火大會（新宿、上野出發）,182222,345,24.86,3
長岡煙火大會,新潟長岡花火大會一日遊｜夏季限定日本三大煙火・當地午餐・溫泉體驗（上野/新宿出發）,579139,256,35.05,4
長岡煙火大會,日本長岡煙火大會 A 區專屬席｜善光寺＆松本城國寶雙景點 2 日遊,579203,168,10.53,5
長岡煙火大會,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」&「戶隱神社」2日遊｜新宿出發,284399,0,14.29,6
長岡煙火大會,【保證出發】日本新潟｜日本三大煙火「長岡花火大會」1日遊｜新宿出發,579223,0,13.7,7
長岡煙火大會,長岡煙火：保證入場,286095,0,10.42,8
長岡煙火大會,長岡花火大會三日遊 | 新幹線綠色車廂 & 月岡溫泉住宿,579522,0,19.3,9
長岡煙火大會,日本 長岡花火大會＋輕井澤 Outlet ＆ 酒莊參觀・松代溫泉住宿 2 日遊（新宿出發）,145618,0,8.74,10
長岡花火,日本新潟長岡花火大會一日遊｜日本三大煙火・含門票保證成團・贈夏季浴衣（東京出發）,579135,4599,28.05,1
長岡花火,新潟長岡花火大會一日遊｜夏季限定日本三大煙火・當地午餐・溫泉體驗（上野/新宿出發）,579139,3243,29.28,2
長岡花火,新潟2日遊｜從枡席觀賞！清津峽與津南向日葵花田 | 新潟市內住宿 | 長岡煙火大會（新宿、上野出發）,182222,2380,21.89,3
長岡花火,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」＆輕井澤＆達摩寺　入住長野溫泉飯店 2日遊｜新宿出發,184638,2356,18.91,4
長岡花火,【保證出發】日本新潟｜日本三大煙火「長岡花火大會」1日遊｜新宿出發,579223,1578,22.42,5
長岡花火,長岡祭大煙火表演 2 天 1 夜觀光巴士之旅：包含龍王SORA Terrace和善光寺觀光，配備中英文導遊（從新宿出發）,285143,1318,18.63,6
長岡花火,長岡花火大會 2日遊｜輕井澤購物＋玉原薰衣草公園,580772,1133,22.51,7
長岡花火,長岡煙火兩日遊 | 含來回新幹線票！內含苗場王子飯店住宿及指定座位門票。,579511,1043,13.8,8
長岡花火,日本長岡煙火大會 A 區專屬席｜善光寺＆松本城國寶雙景點 2 日遊,579203,762,20.38,9
長岡花火,長岡花火大會一日遊｜含團體席+晚餐｜新宿出發,580485,701,40.86,10
長岡花火大會,長岡花火大會 2日遊｜輕井澤購物＋玉原薰衣草公園,580772,710,39.53,1
長岡花火大會,【保證出發】日本新潟｜日本三大煙火「長岡花火大會」1日遊｜新宿出發,579223,628,14.2,2
長岡花火大會,新潟長岡花火大會一日遊｜夏季限定日本三大煙火・當地午餐・溫泉體驗（上野/新宿出發）,579139,256,31.89,3
長岡花火大會,長岡花火大會一日遊｜含團體席+晚餐｜新宿出發,580485,219,50.41,4
長岡花火大會,【保證出發】日本新潟｜日本三大煙火「長岡煙火大會」&「戶隱神社」2日遊｜新宿出發,284399,0,14.18,5
長岡花火大會,新潟2日遊｜從枡席觀賞！清津峽與津南向日葵花田 | 新潟市內住宿 | 長岡煙火大會（新宿、上野出發）,182222,0,17.16,6
長岡花火大會,日本 長岡花火大會＋輕井澤 Outlet ＆ 酒莊參觀・松代溫泉住宿 2 日遊（新宿出發）,145618,0,16.62,7
長岡花火大會,日本長岡花火大會 2 日遊｜專用觀賞席（イス席）・桃子吃到飽＋吹割瀑布（新宿出發）,169608,0,6.45,8
長岡花火大會,【最後促銷】日本三大煙火大會・長岡煙火大會＆清津峽＆津南向日葵花海｜新宿出發,142268,0,2.29,9
長岡花火大會,長岡花火大會三日遊 | 新幹線綠色車廂 & 月岡溫泉住宿,579522,0,10.4,10
阿里山,嘉義｜阿里山兩天一夜｜奮起湖＆祝山線日出＆住宿一晚,5310,748,24.78,1
阿里山,【含1人成團方案】台灣嘉義｜阿里山拼車一日接送｜奮起湖老街＆阿里山｜保證出團 ｜獨家贈送檜木甜甜圈｜台中市區 & 嘉義 & 台南 & 高雄 出發,33759,543,24.27,2
阿里山,嘉義｜阿里山小火車＆日出美景二日遊｜全線通車下山路線,185667,177,15.47,3
阿里山,嘉義阿里山國家森林遊樂區門票｜台灣籍限定,100459,100,18.01,4
阿里山,嘉義｜阿里山＆日月潭＆清境農場經典三日遊（嘉義出發）,6525,76,3.38,5
阿里山,阿里山一日遊｜阿里山小火車＆奮起湖老街｜嘉義出發,10460,47,19.24,6
阿里山,阿里山福森號觀光列車套票｜車票＆中文導覽＆特色餐點,266366,42,10.84,7
阿里山,海風號甜點觀光列車套票｜紀念車票＆特色餐點,261726,41,7.26,8
阿里山,台灣好行阿里山車票,104515,35,15.18,9
阿里山,【阿里山小火車全線通車・限時加贈阿里山遊園車】阿里山二日｜阿里山園區&阿里山號小火車｜嘉義出發,249971,22,14.98,10
韓國esim,【50% OFF】韓國 eSIM 全韓國通用｜5G/4G無限流量｜KT SKT 支援保證穩定｜支援ChatGPT,138273,1751,51.4,1
韓國esim,【20% OFF｜贈送大創優惠券】韓國eSIMㅣSK Telecom 4G/LTE 高速數據無限流量+免費贈送通話+T-money,132542,687,34.47,2
韓國esim,【55元起 飛速5G超快感】韓國eSIM雙網吃到飽網卡｜IG限動超順｜SKT+LG｜即買即用｜kkday獨家1-100天,155669,624,31.61,3
韓國esim,【超人氣熱銷 50% OFF】韓國5G eSIM｜SKT / LG U+ 兩大電信 1-30天方案｜支援ChatGPT,140215,402,29.56,4
韓國esim,韓國 LG U+ 4G/5G 無限流量 eSIM｜提供韓國號碼(010) 進行通話/簡訊方案｜支援ChatGPT,116704,355,23.87,5
韓國esim,【特別活動】韓國網卡｜SK電信 4G 高速吃到飽 eSIM,133154,115,18.5,6
韓國esim,韓國eSIM卡｜每日吃到飽/500MB/1GB/2GB上網卡eSIM,131909,39,12.08,7
韓國esim,【30% OFF｜贈送T-money】韓國eSIM | 韓國原生KT 4G/LTE無限流量eSIM+010電話號碼 | 韓國機場領取,535880,30,24.97,8
韓國esim,【買一送一/5折】韓國eSIM卡｜每日/不限流量吃到飽方案｜SK Telecom,248112,22,18.33,9
韓國esim,【特別活動】韓國SK Telecom eSIM - 4G LTE：無限流量+電話號碼｜韓國國際機場領取,156835,18,6.79,10
首爾,韓國仁川機場 (ICN) 金浦機場 (GMP) 機場接送｜往返首爾市中心,157235,352,12.15,1
首爾,南怡島、小法國村、義大利村、瑞士村、晨靜樹木園、鐵道自行車、羊駝牧場、韓服體驗、鱉島花卉慶典 ｜首爾近郊一日遊自選行程,133956,322,13.17,2
首爾,首爾樂天世界門票,2948,283,5.3,3
首爾,歷年大賣｜南怡島、江村鐵路自行車、羊駝牧場、晨靜樹木園、小法國村、小義大利村、加平海棠鳥園、三岳山、樂高樂園（首爾出發 ),1922,276,9.1,4
首爾,[首爾出發] 華城 / 光明洞窟 / 韓國民俗村 / 水原星空圖書館之旅,249536,167,15.38,5
首爾,德威航空．台中仁川｜首爾計畫機票＋自選超值方案｜1人成行．含行李,157399,144,2.43,6
首爾,仁川一天團 A｜斜坡滑車＋鐵路自行車＋海鷗餵食＋月尾島景點群（童話村／中國城／新浦市場）,32097,142,13.82,7
首爾,德威航空・松山＆桃園出發｜首爾＆大邱＆濟州計畫機票＋自選超值方案｜1人成行．含行李,137021,135,2.3,8
首爾,首爾NANTA亂打秀門票｜明洞・弘大,2358,124,7.68,9
首爾,DMZ 非軍事區之旅｜共同警備區博物館、都羅展望台、第三隧道｜首爾出發,144143,120,7.16,10
高千穗,【1人成團】九州高千穗一日遊｜可選高千穗峽谷遊船&高千穗小火車&阿蘇山&草千里（熊本出發）,285725,898,34.72,1
高千穗,【可選高千穗遊船】九州一日遊｜阿蘇山&草千里&高千穗峽谷一日遊（1人成團，福岡出發）,266452,440,26.9,2
高千穗,【1人成團】九州宮崎一日遊｜上色見熊野座神社・高千穗峽・天岩戸神社・天安河原｜限時送和式點心・含免費接駁車（福岡出發）,182363,348,33.31,3
高千穗,日本宮崎高千穗峽＆阿蘇火山草千里一日遊｜含和牛午餐＆可選划船體驗｜福岡出發,287625,231,21.86,4
高千穗,九州高千穗一日遊｜高千穗峽/可選遊船體驗&高千穗小火車&天安河原｜中英文導遊（福岡出發）,181723,229,32.56,5
高千穗,九州包車一日遊/多日遊｜福岡、熊本、大分、長崎、佐賀、宮崎、鹿兒島、山口等｜靈活訂製行程，隨心體驗,569233,58,4.32,6
高千穗,日本九州一日遊｜高千穗峽＆天岩戸神社＆天安河原＆上色見熊野座神社｜可選宮崎特色午餐（福岡出發）,32511,35,18.72,7
高千穗,【路線巴士之旅】日本九州高千穗峽巴士一日遊｜高千穗・自然峽谷散策（熊本出發）,3758,33,13.56,8
高千穗,九州宮崎一日遊｜高千穗天空小火車/高千穗神社・高千穗峽・阿蘇火山草千里｜熊本出發,529118,21,18.77,9
高千穗,日本阿蘇：阿蘇山火山口、草千里、高千穗峽、天岩戶神社、天安河原全日觀光遊【熊本往返】,570906,7,11.7,10
黑部立山,黑部立山三日遊｜立山黑部阿爾卑斯山路線雪牆＆上高地＆白川鄉合掌村＆高山&金澤兼六園｜名古屋出發（含立山黑部六種交通工具票券）,158778,3909,28.03,1
黑部立山,黑部立山雪牆絕景二日遊|立山黑部阿爾卑斯山路線大雪谷&秘境上高地（日本名古屋出發）,161560,1806,18.84,2
黑部立山,【限量促銷】黑部立山雪牆絕景二日遊｜立山黑部阿爾卑斯山路線大雪谷＆上高地＆白川鄉合掌村＆飛騨高山古街＆金澤兼六園＆東茶屋街｜日本名古屋出發（含立山黑部六種交通工具票券）,573405,1666,27.24,3
黑部立山,季節限定｜日本立山黑部2日遊｜絕美秘境上高地＆立山黑部「雪壁」阿爾卑斯山脈路線｜東京出發｜含立山黑部交通工具,104310,775,10.12,4
黑部立山,日本立山黑部阿爾卑斯路線一日遊（長野・金澤出發）｜含立山～扇澤交通套票・保證入山,573608,313,18.45,5
黑部立山,季節限定｜立山黑部＋上高地2日遊｜名古屋出發｜搭乘立山黑部交通工具,135719,145,10.18,6
黑部立山,立山黑部阿爾卑斯路線&白川鄉&飛驒高山 2日遊｜大阪出發｜含立山黑部交通工具＆可選含餐,139684,123,9.94,7
黑部立山,立山黑部雪谷一日遊【名古屋/京都出發/返回】,570339,120,17.53,8
黑部立山,立山黑部＆高山＆松本地區周遊券JR PASS,20301,111,6.41,9
黑部立山,【名古屋巴士一日遊】立山黑部雪壁大谷漫步・暢遊阿爾卑斯路線美景,19104,48,19.12,10
龜山島,宜蘭龜山島登島賞鯨半日遊,5297,1899,52.12,1
龜山島,【保證有位】台灣宜蘭｜龜山島賞鯨豚・繞島・登島｜獨家贈送兒童繪本,102159,1118,38.64,2
龜山島,宜蘭賞鯨自由行｜登島・賞鯨・環繞龜山島＋台北至烏石港來回車票,19603,35,21.66,3
龜山島,蘇澳｜蘇澳冷泉公園｜雙人湯屋．大眾湯．桑拿湯屋,183840,0,0.99,5
龜山島,宜蘭龜山島牛奶海｜帆船遊艇＋SUP 立槳,115672,0,9.09,6
龜山島,東北角一日遊 | 鼻頭角．南雅奇岩．三貂角燈塔｜台北出發,20,0,2.55,7
龜山島,宜蘭住宿｜烏石港凱渡廣場酒店住宿券,184017,0,2.92,8
龜山島,【2026 福隆國際沙雕藝術季】新北貢寮 | 福隆舊草嶺隧道．卯澳漁港＋馬崗漁港．三貂角燈塔．草嶺古道一日遊 | 台北出發,103850,0,3.32,9
龜山島,宜蘭外澳雙獅衝浪｜新手教學課程、租板,22343,0,1.57,10
