query,prod_nm,prod_mid,profit,ctr,profit_rank
新加坡f1,桃園出發｜新加坡機加酒自由行 4~5 日．自選飯店｜2人成行｜贈SIＭ卡＆機場來回接送,284697,0,10.0,8
日本esim,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,6456,43.37,1
日本esim,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815,3174,28.83,2
日本esim,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689,1458,32.39,3
日本esim,【50% OFF】日本 eSIM｜SoftBank 5G 高速無限流量｜日本原生網路支援 ChatGPT 及 Gemini,149025,1444,29.45,4
日本esim,【55元起 飛速5G超快感】日本eSIM雙網吃到飽網卡｜IG限動超順｜KDDI+softbank｜即買即用｜kkday獨家1-100天,154783,626,17.36,5
日本esim,【8折起】日本eSIM卡⎟無限流量不降速 Softbank原生電信資源 / KDDI 漫遊資源,146851,514,20.64,6
日本esim,【優惠5折】日本網卡｜每日高速流量型 / 總量型 eSIM,144030,475,15.11,7
日本esim,KDDI (au)日本 eSIM｜無限流量 5G 高速上網｜全球最傑出的網路體驗,530339,322,17.24,8
日本esim,日本eSIM | KDDI(au) 無限流量原生5G/4G數據 eSIM,168369,260,19.73,9
日本esim,日本eSIM卡｜每日吃到飽/500MB/1GB上網卡eSIM,131111,139,10.61,10
日本環球影城,日本環球影城門票 Universal Studios Japan,2247,1141,33.7,1
日本環球影城,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,1097,16.85,2
日本環球影城,日本環球影城門票 & 快速通關券 USJ,18618,446,46.2,3
日本環球影城,日本環球影城門票｜優惠組合,574779,179,31.72,4
日本環球影城,關西機場特快 HARUKA 車票,18940,6,1.17,5
日本環球影城,豪華版關西樂享周遊券（可選日本環球影城1日券）,528208,0,10.55,6
日本環球影城,日本大阪道頓堀/心齋橋出發｜日本環球影城 Universal Studios Japan 直達巴士｜即訂即出,22509,0,7.3,7
日本環球影城,日本關西機場 (KIX) 至京都、大阪市區｜利木津巴士車票,4835,0,2.6,8
日本環球影城,【專屬包車接送】大阪-環球城港/京都/奈良/神戶/名古屋/東京等地區單程接送,134740,0,3.31,9
日本環球影城,大阪市內/關西機場 ⇔大阪熱門影視主題樂園-環球城港以及大阪市內點對點（20KM）單程私人接送服務|大阪出發,536220,0,6.17,10
曼谷,泰國 | 曼谷一日遊: 丹嫩莎朵水上市場 + 美功鐵道市集＋安帕瓦市集賞螢火蟲,1708,296,11.87,1
曼谷,【泰國】昭披耶公主號郵輪自助晚餐｜Chao Phraya Princess River Cruise,2567,260,11.77,2
曼谷,泰國曼谷三頭象神博物館＆暹羅古城 76 府套票,11875,194,7.77,3
曼谷,曼谷水上市場一日遊,152911,188,8.81,4
曼谷,【泰國】北碧府一日遊：野生動物園 + 桂河大橋 + 玻璃屋山景田園咖啡廳,132776,174,11.95,5
曼谷,【泰國】機場包車接送 | 廊曼/素萬那普機場 ↔ 曼谷市區/巴吞他尼府/芭達雅/考艾/華欣/七岩/大城府/羅勇府/北碧府,134096,173,11.27,6
曼谷,曼谷素萬那普 (BKK)/廊曼機場 (DMK)至曼谷市區、芭提雅、華欣、大城等城市 | 機場接送,130539,173,6.8,7
曼谷,曼谷湄南河五星級豪華晚餐遊輪｜Chaophraya Dinner Cruise,285847,165,4.02,8
曼谷,泰國大城一日遊｜瑪哈泰寺・邦巴茵夏宮（曼谷出發）,152912,125,8.05,9
曼谷,曼谷野生動物園Safari World門票,9793,123,4.87,10
東京,【東京富士山一日遊】河口湖・富岳風穴・鳴沢冰穴・忍野八海（保證有位）,12319,1168,12.39,1
東京,限量優惠・桃園出發｜日本東京 5 天 & 6天計劃機票｜酷航・含行李,135223,588,8.24,2
東京,【1人成團｜贈送纜車體驗】富士山打卡一日遊｜河口湖天上山公園纜車＋忍野八海＋羅森便利店＋淺間公園 (東京出發),150665,461,10.34,3
東京,【禮遇專案價】日本東京｜成田機場・羽田機場・迪士尼・東京市區接送｜可選擇中文或日文司機,151505,373,10.45,4
東京,東京哈利波特製片廠之旅門票,144383,280,6.1,5
東京,【專屬包車】日本東京市區、市區周邊、富士山、箱根、鎌倉、熱海、伊豆、輕井澤、長野、日光包車一日遊,161744,252,6.19,6
東京,日本富士山一日遊｜河口湖・忍野八海・御殿場Outlet・可選溫泉體驗（東京銀座出發）,10999,247,8.21,7
東京,【富士山箱根一日遊】水陸空探索之旅｜箱根神社・蘆之湖・海賊船・大湧谷・山中湖・忍野八海｜含箱根纜車費用（東京出發）,142196,189,7.97,8
東京,【客製化多日包車】日本東京/大阪/名古屋/北海道等地區全客製化DIY自由行,138986,183,2.21,9
東京,東京地鐵三日券/二日券/一日券 Tokyo Subway Ticket,5989,180,9.53,10
機場接送,桃園機場接送機服務｜全台各地市區專車接送,138845,5784,34.85,1
機場接送,【禮遇專案價】日本東京｜成田機場・羽田機場・迪士尼・東京市區接送｜可選擇中文或日文司機,151505,1778,8.98,2
機場接送,桃園國際機場接送服務｜接機含舉牌服務,1781,1216,19.9,3
機場接送,韓國仁川機場 (ICN) 金浦機場 (GMP) 機場接送｜往返首爾市中心,157235,468,7.0,4
機場接送,機場接送｜全省各區域往返桃園機場.賓士商務車.賓士航空椅.一般五人座【送機.接機】,249967,420,19.49,5
機場接送,日本關西機場 (KIX) 至｜大阪・京都 ・奈良 ・ 神戶 ・名古屋・四國・岡山・鳥取・廣島等接機或送機,129909,397,10.56,6
機場接送,日本成田機場(NRT)・羽田機場(HND)至東京市區・迪士尼・富士山・箱根・伊豆等區域接送 | 機場專車接送,153737,236,8.84,7
機場接送,【接機/送機專用】日本關西國際機場（KIX）・大阪伊丹機場（ITM）接機/送機服務｜KIX/ITM⇔大阪市內/京都/神戶/奈良/和歌山,268770,225,9.13,8
機場接送,桃園國際機場 (TPE)往返台北・新北市區包車機場接送｜ALPHARD車款可供選擇,34974,148,18.08,9
機場接送,機場接送｜《歡慶好評破百.促銷中》全省各區域往返桃園機場.賓士商務車.賓士航空椅.一般五人座休旅【送機.接機】,268944,143,16.88,10
沖繩,【1人成團】日本沖繩北部景點一日遊｜美麗海水族館・古宇利島・萬座毛／道之驛嘉手納・永旺夢樂城沖繩來客夢 寶可夢中心（中文導遊）,35809,3399,16.26,1
沖繩,沖繩 Fun Pass｜美麗海水族館＋任選組合優惠套票｜Okinawa FunPass,285076,3119,14.44,2
沖繩,沖繩北部人氣景點一日遊｜美麗海水族館・古宇利島・萬座毛（那霸出發／可選9人小團）,23100,2218,11.41,3
沖繩,樂桃航空・桃園出發｜日本沖繩 5 天計劃機票＋自選超值方案｜自選航班組合・１人成行含行李,133427,1918,10.17,4
沖繩,【1人成團】沖繩南部景點一日遊｜NIRAIKANAI大橋・瀨長島 Umikaji Terrace・沖繩世界玉泉洞／毒蛇博物館・知念岬・糸滿魚市場・ASHIBINAA Outlet｜中文導遊,22139,1115,12.2,5
沖繩,日本沖繩美麗海水族館北部一日遊｜萬座毛・古宇利島・美國村｜中文導遊陪同｜那霸出發,137853,979,9.25,6
沖繩,Churasun 6 沖繩 ( ちゅらさん 6 ) 表演觀賞門票預約 ( 沖繩 那霸・表演 ),181495,911,11.47,7
沖繩,沖繩包車旅遊｜沖繩 5 / 8 / 10 小時包車／巴士包車｜沖繩客製化旅遊,29426,826,9.51,8
沖繩,樂桃航空・桃園出發｜日本沖繩 4 天計劃機票＋自選超值方案｜自選航班組合・１人成行含行李,134520,747,4.28,9
沖繩,沖繩南部一日遊｜知念岬＆玉泉洞＆系滿魚市場&瀨長島&奥特莱斯｜那霸市區出發,285410,684,8.57,10
沖繩一日遊,【1人成團】日本沖繩北部景點一日遊｜美麗海水族館・古宇利島・萬座毛／道之驛嘉手納・永旺夢樂城沖繩來客夢 寶可夢中心（中文導遊）,35809,397,32.21,1
沖繩一日遊,沖繩北部人氣景點一日遊｜美麗海水族館・古宇利島・萬座毛（那霸出發／可選9人小團）,23100,358,35.41,2
沖繩一日遊,【1人成團】沖繩南部景點一日遊｜NIRAIKANAI大橋・瀨長島 Umikaji Terrace・沖繩世界玉泉洞／毒蛇博物館・知念岬・糸滿魚市場・ASHIBINAA Outlet｜中文導遊,22139,209,24.1,3
沖繩一日遊,沖繩巴士 2日遊 3日遊｜沖繩北部、南部、中部｜美麗海水族館&古宇利島&北谷美國村【1人成團・中文導遊・贈送景點門票・超值優惠】,195638,191,12.5,4
沖繩一日遊,【專屬包車】日本沖繩｜全島包車一日遊｜立即確認,142125,186,7.89,5
沖繩一日遊,樂桃航空・桃園出發｜日本沖繩 5 天計劃機票＋自選超值方案｜自選航班組合・１人成行含行李,133427,128,3.45,6
沖繩一日遊,日本沖繩南部精華一日遊｜知念岬・新原海灘・沖繩世界・瀨長島・奧特萊斯／DMM水族館｜中文導遊（含沖繩世界門票・玻璃船體驗）,137523,121,16.67,7
沖繩一日遊,日本沖繩美麗海水族館北部一日遊｜萬座毛・古宇利島・美國村｜中文導遊陪同｜那霸出發,137853,65,25.28,8
沖繩一日遊,沖繩北部精選一日遊｜海洋博公園、古宇利島、萬座毛、美國村｜中文導遊＆贈水族館、萬座毛門票＆可携行李,167231,63,10.0,9
沖繩一日遊,日本沖繩｜沖繩包車一日遊｜提供全島客製行程、享受自由自在沖繩旅遊,141951,57,8.02,10
沖繩包車,沖繩包車旅遊｜沖繩 5 / 8 / 10 小時包車／巴士包車｜沖繩客製化旅遊,29426,1744,50.13,1
沖繩包車,【專屬包車】日本沖繩｜全島包車一日遊｜立即確認,142125,1147,34.43,2
沖繩包車,日本沖繩｜沖繩包車一日遊｜提供全島客製行程、享受自由自在沖繩旅遊,141951,756,35.36,3
沖繩包車,【即時確認 】日本沖繩包車旅遊｜全島 5 / 8 / 10 小時包車｜客製化旅遊,2831,197,24.4,4
沖繩包車,沖繩客製化半日・一日・多日包車自由行｜日籍司機｜在地中文客服即時支援,141936,85,24.36,5
沖繩包車,沖繩機場接送｜那霸機場OKA至沖繩全島（含JUNGLIA接送）,138060,35,10.89,6
沖繩包車,KKday日本沖繩客製化包車｜那霸・石垣島・宮古島等人氣景點｜一日遊至多日行程自由搭配(諮詢頁面),284661,0,21.34,7
沖繩包車,【沖繩包車自由行】沖繩本島・石垣島・宮古島　一日或多日行程自由定制或推薦,139514,0,20.6,8
沖繩包車,日本沖繩｜全島包車接送機【飯店到機場】,141841,0,9.64,9
沖繩包車,日本沖繩｜郵輪包車一日遊｜碼頭舉牌｜COSTA SERENA・MSC BELLISSIMA・RESORTS WORLD ONE,156015,0,8.86,10
沖繩機票,樂桃航空・桃園出發｜日本沖繩 4 天計劃機票＋自選超值方案｜自選航班組合・１人成行含行李,134520,1096,21.9,1
沖繩機票,樂桃航空・桃園出發｜日本沖繩 5 天計劃機票＋自選超值方案｜自選航班組合・１人成行含行李,133427,1002,38.77,2
沖繩機票,【 來去石垣找 MANTA 】台灣虎航・桃園出發｜日本石垣島 4 天＆5 天計劃機票＋自選一日遊方案｜含行李,175503,153,22.64,3
沖繩機票,亞洲航空・桃園出發｜日本沖繩 4 天計劃機票・１人成行含行李｜午去晚回・自選超值方案,154601,74,10.9,4
沖繩機票,泰越捷航空・桃園出發｜日本沖繩 4 ＆ 5 天計劃機票・１人成行含行李｜午去晚回・自選超值方案,168768,0,14.56,5
沖繩機票,台灣虎航・台中出發｜日本沖繩 4 天＆5 天計劃機票＋自選超值方案｜早去晚回・2 人成行含餐含行李,143936,0,14.29,6
沖繩機票,星宇航空・桃園出發｜日本宮古島 3 天＆4 天計劃機票・贈唐吉軻德優惠券｜2人成行・含行李,158558,0,13.86,7
沖繩機票,台灣虎航・高雄出發｜日本沖繩 4 天計劃機票＋自選超值方案｜2 人成行・早去午回,154949,0,5.0,8
沖繩機票,【KKday迷你團】蔚藍沖繩機加酒＆旅遊行程自由配 4 日｜桃園出發・2~8 人成行・樂桃航空,161983,0,4.79,9
沖繩機票,台灣虎航・高雄出發｜沖繩機加酒自由行 4 日・自選市區飯店｜2 人成行・早去午回,158963,0,2.05,10
清邁,泰國獅航．高雄出發｜泰國清邁 5 天＆ 6 天計畫機票｜1人成行．含行李,266554,1899,9.2,1
清邁,2026 清邁 CAD 文化藝術中心天燈節｜泰國,132387,458,9.62,2
清邁,清邁蘭納大象保護區半日遊 |泰國,286006,370,10.28,3
清邁,清萊一日遊（清邁出發）：白廟、藍廟、紅廟、Lalita Cafe、黑屋、長頸村和金三角 | 泰國,149661,308,17.01,4
清邁,【泰國】清邁天際線探險叢林飛索體驗,1665,191,12.78,5
清邁,清邁夜間動物園門票 Chiang Mai Night Safari,20563,170,12.53,6
清邁,【泰國】清邁 | 大象友善體驗營,3266,161,8.11,7
清邁,泰國 | 清萊一日遊 - 藍 / 白 / 紅廟、黑屋博物館、長頸村、溫泉、Lalitta Café | 清邁出發,133582,85,6.56,8
清邁,【清邁大象保育體驗】Kerchor 大象生態公園半日 & 一日遊,25082,78,5.87,9
清邁,泰國｜清邁 Mama Noi 泰式料理教室料理課,4127,76,9.84,10
澎湖,澎湖南方四島一日體驗｜ 絕美藍洞 & 獨家龍蝦洞 & 浪漫七美 &  雙心石滬 & 海上賞燕鷗｜得意遊艇公司跳島探索,23914,1520,16.71,1
澎湖,澎湖海上花火船．保證有位｜2026澎湖花火節,104992,1215,13.59,2
澎湖,澎湖南海跳島 | 七美望安船票 & 島上機車・遊覽車環島｜｜指定方案加購買一送一,22315,1088,10.49,3
澎湖,嘉義布袋 - 澎湖船票｜澎湖自由行｜持憑證享南海燒烤優惠,101123,934,10.69,4
澎湖,澎湖海洋牧場｜垂釣體驗．鮮蚵炭烤．海鮮粥吃到飽,2332,535,10.25,5
澎湖,澎湖秘境跳島 | 南方四島＆藍洞＆環遊七美島＆紫色薰衣草浮潛＆島上獨木舟｜持憑證享花枝丸買一送一,2375,514,11.01,6
澎湖,澎湖租車 | 長億租車含機場&港口接送服務,101547,467,7.09,7
澎湖,《澎湖來回船票》嘉義布袋港往返澎湖馬公港或(龍門港)｜布袋港出發,157194,436,5.98,8
澎湖,澎湖東海｜員貝耍廢島一日遊｜岐頭碼頭出發,269818,377,11.26,9
澎湖,澎湖北海跳島｜大倉嶼 & 目斗嶼 & 吉貝夢幻沙灘｜南海遊客中心（光正碼頭）出發,103189,250,6.35,10
澳門,澳門新濠天地水舞間門票 House of Dancing Water,4366,4530,22.55,1
澳門,澳門新濠影滙水上樂園 Water Park｜Studio City,118248,612,12.75,2
澳門,澳門新濠影滙「星滙餐廳Spotlight」自助餐｜Studio City,19803,456,17.76,3
澳門,【超人氣熱銷 50% OFF】中港澳5G/4G eSIM｜每日流量/總量/無限流量 eSIM｜免翻牆使用｜支援ChatGPT,135627,153,7.51,4
澳門,【澳門旅遊塔】Macau Tower 360° 旋轉餐廳｜自助午餐．晚餐,10555,92,11.59,5
澳門,【澳門好去處】澳門飛索 ｜世界首個沉浸式城市高空飛索｜葡京人娛樂景點,138370,66,10.38,6
澳門,【澳門觀光必搭】澳門開蓬巴士特色三大夜景遊,135722,57,12.67,7
澳門,新濠影滙「影滙之星」8字摩天輪門票｜Studio City,5092,57,15.84,8
澳門,【55元起 飛速5G超快感】 港澳中國eSIM吃到飽｜免翻牆網卡｜即買即用｜KKday獨家1-100天,160292,43,3.76,9
澳門,【澳門】澳門上葡京酒店｜「自助山」餐廳自助餐｜自助晚餐現場即煮海鮮,137686,40,13.64,10
熊本,【1人成團】九州高千穗一日遊｜可選高千穗峽谷遊船&高千穗小火車&阿蘇山&草千里（熊本出發）,285725,914,31.0,1
熊本,【 福岡抗漲・限量席次 】亞洲航空・桃園出發｜九州福岡 5 天計劃機票・１人成行｜自選超值方案＆加贈好禮,154340,342,4.42,2
熊本,九州宮崎一日遊｜高千穗天空小火車/高千穗神社・高千穗峽・阿蘇火山草千里｜熊本出發,529118,215,19.97,3
熊本,九州阿蘇山一日遊｜上色見熊野座神社&阿蘇山&草千里&黑川溫泉（熊本出發）,271227,197,18.62,4
熊本,【1人成團】九州宮崎一日遊｜上色見熊野座神社・高千穗峽・天岩戸神社・天安河原｜限時送和式點心・含免費接駁車（福岡出發）,182363,71,22.44,5
熊本,日本九州熊本一日遊｜阿蘇望之鄉・久木野草原風景＋黑川溫泉＋上色見熊野座神社｜熊本出發,554155,70,17.42,6
熊本,【路線巴士之旅】日本九州高千穗峽巴士一日遊｜高千穗・自然峽谷散策（熊本出發）,3758,66,14.36,7
熊本,【1人成團】九州一日遊 前往火山口｜阿蘇山草千里・阿蘇火山・阿蘇神社・阿蘇道路驛站・黑川溫泉or熊本城（博多站出發）,175701,64,23.73,8
熊本,【路線巴士之旅】日本熊本黑川溫泉鄉散策一日遊｜路線巴士體驗・豆腐套餐午餐(熊本出發),20616,58,11.09,9
熊本,CANDEO HOTELS熊本新市街,290317,50,9.79,10
瑞士,瑞士旅行通行證 Swiss Travel Pass,2524,2139,36.45,1
瑞士,瑞士半價卡 Swiss Half Fare Card,128031,135,14.91,2
瑞士,瑞士 | 勞特布龍嫩直升機跳傘,127813,45,7.32,3
瑞士,【40% OFF】歐洲41國 5G eSIM｜3-30天｜每日流量/總量/無限流量｜支援ChatGPT,135866,21,7.02,4
瑞士,歐洲網卡｜歐洲通用Orange 上網+通話eSIM,146176,5,4.52,5
瑞士,歐洲網卡｜歐洲多國  每日高速流量型 / 總量型 eSIM,135034,3,2.94,6
瑞士,【優惠 5折】歐洲 42 國eSIM Vodafone / Orange / Telefonica O2 / EE,120977,3,4.68,7
瑞士,【買一送一】歐洲 SIM 卡｜台灣寄送｜每日/不限流量吃到飽方案｜奧地利 Drei Österreicha 電信,265194,3,15.79,8
瑞士,瑞士策馬特群山綜覽通行證 Zermatt Peak Pass,18767,0,9.57,9
瑞士,瑞士少女峰旅行通票 Jungfrau Travel Pass,183425,0,10.67,10
環球,日本環球影城門票 Universal Studios Japan,2247,2405,36.44,1
環球,日本環球影城門票 & 快速通關券 USJ,18618,1261,54.97,2
環球,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,665,21.05,3
環球,日本環球影城門票｜優惠組合,574779,224,32.55,4
環球,豪華版關西樂享周遊券（可選日本環球影城1日券）,528208,44,8.11,5
環球,關西機場特快 HARUKA 車票,18940,17,2.6,6
環球,大阪海遊館門票 Osaka Aquarium Kaiyukan,4849,2,2.6,7
環球,【專屬包車接送】大阪-環球城港/京都/奈良/神戶/名古屋/東京等地區單程接送,134740,0,2.54,8
環球,大阪市內/關西機場 ⇔大阪熱門影視主題樂園-環球城港以及大阪市內點對點（20KM）單程私人接送服務|大阪出發,536220,0,8.42,9
環球,美國加州 | 好萊塢環球影城門票 Universal Studios Hollywood,3971,0,3.91,10
環球影城,日本環球影城門票 Universal Studios Japan,2247,4353,36.38,1
環球影城,日本環球影城門票 & 快速通關券 USJ,18618,2678,49.52,2
環球影城,日本環球影城 VIP 體驗私人行程｜日本大阪,151948,2316,22.39,3
環球影城,日本環球影城門票｜優惠組合,574779,914,32.47,4
環球影城,關西機場特快 HARUKA 車票,18940,68,2.94,5
環球影城,新加坡環球影城門票,2312,63,4.43,6
環球影城,【專屬包車接送】大阪-環球城港/京都/奈良/神戶/名古屋/東京等地區單程接送,134740,52,5.14,7
環球影城,大阪市內/關西機場 ⇔大阪熱門影視主題樂園-環球城港以及大阪市內點對點（20KM）單程私人接送服務|大阪出發,536220,14,6.13,8
環球影城,日本大阪道頓堀/心齋橋出發｜日本環球影城 Universal Studios Japan 直達巴士｜即訂即出,22509,4,6.35,9
環球影城,日本關西機場 (KIX) 至京都、大阪市區｜利木津巴士車票,4835,2,1.05,10
環球影城快速通關,日本環球影城門票 & 快速通關券 USJ,18618,3044,72.09,1
環球影城快速通關,日本環球影城門票 Universal Studios Japan,2247,1227,14.37,2
環球影城快速通關,日本環球影城門票｜優惠組合,574779,336,23.45,3
環球影城快速通關,新加坡環球影城門票,2312,37,6.11,4
環球影城快速通關,豪華版關西樂享周遊券（可選日本環球影城1日券）,528208,0,10.14,5
環球影城快速通關,【越南旅遊】新山/內排/峴港/富國島｜越南國際機場｜出入境 VIP 快速通關,167025,0,0.0,6
環球影城快速通關,【BIG1優惠】泰國機場 BKK 入境 meet and greet 快速接待服務,154909,0,0.0,7
石垣島,【 來去石垣找 MANTA 】台灣虎航・桃園出發｜日本石垣島 4 天＆5 天計劃機票＋自選一日遊方案｜含行李,175503,1338,27.76,1
石垣島,"【 機加酒 NT.11,400起 】台灣虎航・桃園出發｜日本石垣島自選市區飯店 4 日＆ 5 日自由行｜１人成行・含行李",133196,763,9.77,2
石垣島,【暑期兒童免費】麗星郵輪 探索星號 Star Navigator ｜2026航次-東北亞航程-基隆港出發,165534,315,4.05,3
石垣島,[沖繩、石垣島] 滑翔傘 - 選擇您的高度，繩索長達200公尺！,531565,65,7.14,4
石垣島,【日本】沖繩石垣島包車一日遊｜石垣島出發,24227,59,4.23,5
石垣島,天然紀念物紅樹林獨木舟或SUP體驗預約、南部飯店接送、免費照片資料（沖繩石垣島）,35712,15,6.29,7
石垣島,【沖繩，石垣島】從石垣島乘船出發！蝠鱝浮潛一日遊！ （含午餐和交通）,552125,12,13.03,8
石垣島,青之洞窟浮潛+川平灣SUP/獨木舟體驗預約（南部飯店接送/免費照片資料）（沖繩縣石垣島）,35121,12,3.82,9
石垣島,沖繩石垣島 藍珊瑚玻璃船,570385,5,14.32,10
福岡,【 福岡抗漲・限量席次 】亞洲航空・桃園出發｜九州福岡 5 天計劃機票・１人成行｜自選超值方案＆加贈好禮,154340,2576,8.36,1
福岡,【1人成團】九州大分由布院＆別府地獄一日遊｜金鱗湖・九州自然動物園・博多出發（可選由布院之森列車）,175897,1896,16.12,2
福岡,九州大分一日遊｜太宰府天滿宮・別府纜車・由布院（湯布院）・湯平街道・金鱗湖｜可預約由布院之森觀光列車（福岡出發）,248949,1633,19.22,3
福岡,【1人成團】九州宮崎一日遊｜上色見熊野座神社・高千穗峽・天岩戸神社・天安河原｜限時送和式點心・含免費接駁車（福岡出發）,182363,982,15.65,4
福岡,由布院之森列車體驗｜別府地獄＋九州自然動物園＋湯布院一日遊（中英文導遊）,529523,566,12.87,5
福岡,【1人成團】九州一日遊 前往火山口｜阿蘇山草千里・阿蘇火山・阿蘇神社・阿蘇道路驛站・黑川溫泉or熊本城（博多站出發）,175701,527,11.76,6
福岡,【1人成團】日本福岡系島自然祕境一日遊｜白絲瀑布・龍貓森林・椰子樹鞦韆・夫婦岩（福岡出發）,244307,453,14.0,7
福岡,九州高千穗一日遊｜高千穗峽/可選遊船體驗&高千穗小火車&天安河原｜中英文導遊（福岡出發）,181723,445,12.12,8
福岡,Fun Tour 九州巴士輕鬆遊｜雷山千如寺、 柳川、太宰府、竈門神社｜語音導覽服務,538560,443,7.5,9
福岡,【1人成團】九州福岡別府六景一日遊｜如意輪寺+由布岳+湯布院+金麟湖+海地獄+灶地獄（含門票）,150984,383,11.7,10
福岡包車,九州包車服務｜福岡出發一日遊・多日遊・中文司機接送,488776,925,38.48,1
福岡包車,【包車一日遊】日本九州福岡｜九州福岡市區出發結束／福岡市區/大分縣/熊本縣/阿蘇縣/山口縣/佐賀縣｜行程自由搭配,538760,421,40.46,2
福岡包車,九州包車一日遊/多日遊｜福岡、熊本、大分、長崎、佐賀、宮崎、鹿兒島、山口等｜靈活訂製行程，隨心體驗,569233,186,23.77,3
福岡包車,【福岡機場接送｜合法綠牌車】福岡機場(FUK) ⇄ 福岡市區/福岡鄰近縣市｜專車包車接送｜中文司機（簡單英文對應可）,284803,96,7.29,4
福岡包車,熊本包車一日遊/多日遊｜熊本城、阿蘇火山、草千里、上色見熊野座神社、白川水源、黑川溫泉、熊本熊廣場、高千穗峽谷、天安河原｜景點自由組合,569332,89,9.96,5
福岡包車,日本九州包車一日遊｜福岡、大分、由布院、熊本、長崎、鹿兒島自由行｜5座、7座、10座、14座,164508,63,24.36,6
福岡包車,日本福岡機場（FUK） ⇄ 福岡市區 / 佐賀 / 熊本 / 大分 / 長崎 單程接送機服務,285840,34,10.63,7
福岡包車,KKday日本九州客製化包車｜福岡・大分・熊本・宮崎等人氣景點｜一日遊至多日行程自由搭配(諮詢頁面),284588,0,25.1,8
福岡包車,【九州包車自由行】一日遊／多日遊／接送機｜福岡、大分、佐賀、熊本、宮崎｜線路自由、中日語服務,160649,0,16.24,9
福岡包車,九州包車全境自由行: 福岡・由布院・熊本・別府・阿蘇等 (自訂行程，也可聯絡客服推薦行程！),286019,0,15.89,10
立山黑部,黑部立山三日遊｜立山黑部阿爾卑斯山路線雪牆＆上高地＆白川鄉合掌村＆高山&金澤兼六園｜名古屋出發（含立山黑部六種交通工具票券）,158778,2863,21.24,1
立山黑部,【限量促銷】黑部立山雪牆絕景二日遊｜立山黑部阿爾卑斯山路線大雪谷＆上高地＆白川鄉合掌村＆飛騨高山古街＆金澤兼六園＆東茶屋街｜日本名古屋出發（含立山黑部六種交通工具票券）,573405,1062,27.1,2
立山黑部,雪牆立山高山、白川鄉3日巴士遊（大阪出發）,160561,771,10.14,3
立山黑部,黑部立山雪牆絕景二日遊|立山黑部阿爾卑斯山路線大雪谷&秘境上高地（日本名古屋出發）,161560,742,31.98,4
立山黑部,日本立山黑部阿爾卑斯路線一日遊（長野・金澤出發）｜含立山～扇澤交通套票・保證入山,573608,557,16.21,5
立山黑部,【名古屋出發】立山黑部雪牆3日遊｜上高地・白川鄉合掌村・馬籠宿＆妻籠宿・大王山葵農場｜含門票＋住宿＋領隊,568735,469,10.24,6
立山黑部,季節限定｜日本立山黑部2日遊｜絕美秘境上高地＆立山黑部「雪壁」阿爾卑斯山脈路線｜東京出發｜含立山黑部交通工具,104310,227,13.07,7
立山黑部,【日本】立山黑部大雪谷三天團 ｜保證入住星級酒店-OMO5星野集團｜白川鄉、上高地、立山黑部雪之迴廊、高山古街、近江町市場、古式溫泉浅間の湯｜名古屋出發｜多個保證成團日期,157903,122,22.39,8
立山黑部,立山黑部雪谷一日遊【名古屋/京都出發/返回】,570339,63,18.59,9
立山黑部,【保證出發】東京出發：立山黑部阿爾卑斯山脈路線「雪牆」（含通行證）&白川鄉2日遊,569861,63,13.36,10
紐西蘭,【塔斯曼冰川健行】庫克山直升機之旅+冰川健行｜紐西蘭,123626,1609,9.44,1
紐西蘭,紐西蘭庫克山塔斯曼冰川探險半日遊 | 觀光直升機＆徒步健行,24814,777,11.8,2
紐西蘭,紐西蘭魔戒景點一日遊｜哈比村＆懷托摩藍光螢火蟲洞｜奧克蘭出發,12113,295,9.09,3
紐西蘭,紐西蘭瓦納卡 | 高空跳傘體驗,19486,293,4.32,4
紐西蘭,紐西蘭皇后鎮天空纜車門票＆滑車體驗,22450,225,10.57,5
紐西蘭,紐西蘭 | 福克斯冰河直升機飛行體驗＆冰川健行,24632,216,8.87,6
紐西蘭,紐西蘭 | 米佛峽灣玻璃車頂觀光巴士＆遊船一日遊皇后鎮出發,19484,187,8.98,7
紐西蘭,【英、日、國語導遊】黑暗天空計畫特卡波湖高峰會觀星體驗 |紐西蘭,250380,171,8.88,8
紐西蘭,【庫克山高山登陸】塔斯曼碼頭Lake Taster直升機體驗|紐西蘭,166680,166,4.48,9
紐西蘭,紐西蘭網卡｜One NZ (Vodafone) +通話 eSIM,168236,139,7.58,10
迪士尼,桃園出發．中華航空｜迪士尼郵輪探險號 5 ~ 7 日自由行｜2人成行,285758,3311,8.36,1
迪士尼,迪士尼遊輪探險號｜3/4 晚｜新加坡出發｜KKday 獨家保留房,262755,588,15.6,2
迪士尼,【香港迪士尼樂園門票優惠】香港迪士尼樂園門票  Hong Kong Disneyland Resort,2301,290,22.9,3
迪士尼,東京迪士尼樂園 & 東京迪士尼海洋門票,19252,216,59.51,4
迪士尼,巴黎迪士尼樂園門票,20829,125,7.05,5
