query,is_destination,search_pv,top1_prod_nm,top1_prod_mid,top1_profit,top1_ctr,top2_prod_nm,top2_prod_mid,top2_profit,top2_ctr
機加酒,False,2975,"【 限量搶購・10,999起 】亞洲航空・桃園出發｜大阪市區自選飯店機加酒自由行 4 日& 5 日｜含行李",183846,150,14.4,"【 機加酒 NT.11,400起 】台灣虎航・桃園出發｜日本石垣島自選市區飯店 4 日＆ 5 日自由行｜１人成行・含行李",133196.0,119.0,11.32
海生館,True,2931,夜宿屏東海生館體驗｜標準行程・季節套裝行程,1894,323,20.39,屏東海生館｜國立海洋生物館門票,9468.0,197.0,59.5
Shibuya sky,False,2918,澀谷SHIBUYA SKY展望台門票,133300,46,87.02,SKY HOP BUS 觀光巴士｜一日券/兩日券 無限次搭乘（東京 自由上下車）,2048.0,0.0,4.37
貴賓室,False,2865,臺灣桃園機場貴賓室 | 第二航廈 | 東方宇逸貴賓室,35197,104,33.43,台灣桃園國際機場 (TPE) 環亞機場貴賓室Plaza Premium Lounge ｜貴賓室服務,116925.0,20.0,31.63
義大,False,2685,高雄義大遊樂世界門票,8700,83,59.34,【40% OFF】歐洲41國 5G eSIM｜3-30天｜每日流量/總量/無限流量｜支援ChatGPT,135866.0,0.0,0.0
綠世界,False,2453,新竹綠世界生態農場門票,101863,346,74.54,【京都&奈良&宇治一日遊】奈良公園 伏見稻荷大社千本鳥居 世界文化遺產東大寺 平等院 宇治抹茶 宇治公園（大阪或京都出發）,268864.0,0.0,0.39
南海電鐵,False,2369,大阪關西機場 KIX 南海電鐵機場快線 Rapi:t 電子車票,19691,181,75.25,日本和歌山｜Visit Koya Ticket 高野山～大阪優惠套票（南海電車往返＋高野山巴士2日通票）,177361.0,0.0,1.16
小人國,False,2335,小人國主題樂園門票,27980,374,74.41,泰國芭達雅小人國迷你博物館門票｜Mini Siam and Mini Europe,4624.0,0.0,2.52
八達通,False,2246,【香港必備交通票券】香港八達通卡 - 含HKD50餘額｜桃園、高雄小港機場領取 / 台灣寄送,149524,125,41.05,香港旅客八達通卡(升級版) - 含HKD50餘額｜香港機場領取｜暢遊港澳&大灣區,8962.0,60.0,52.11
Jr,False,2121,關西機場特快 HARUKA 車票,18940,16,19.31,JR關西地區鐵路周遊券,25777.0,2.0,15.58
Chiikawa,False,2109,【KKday獨家】香港 Chiikawa Ramen Buta (吉伊卡哇) 拉麵｜預約證含飲品券｜預約即送香港限定角色卡｜旺角朗豪坊,527375,1,4.04,【KKday獨家】香港旺角｜香港首間常設店「CHIIKAWA SHOP in HONG KONG」 預約券,574833.0,0.0,88.35
計劃票,False,1915,限量優惠・桃園出發｜日本東京 5 天 & 6天計劃機票｜酷航・含行李,135223,9,17.26,【 來去石垣找 MANTA 】台灣虎航・桃園出發｜日本石垣島 4 天＆5 天計劃機票＋自選一日遊方案｜含行李,175503.0,0.0,13.17
台胞證,False,1760,首來族中國卡式台胞證代辦服務 I 贈esim/wifi優惠碼&現場親送再贈棚拍,38443,130,60.75,【中國大陸簽證】首來族卡式台胞證代辦服務｜贈國外esim/wifi折扣碼&現場親送再贈棚拍,139716.0,50.0,37.56
全家,False,1751,【米其林必比登推薦】台北｜雙月食品社 MoonMoonFood｜養生湯品,146650,1,11.11,恐龍大復活關渡探險樂園門票,547603.0,0.0,0.87
吃到飽,False,1721,澎湖海洋牧場｜垂釣體驗．鮮蚵炭烤．海鮮粥吃到飽,2332,22,7.14,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689.0,2.0,2.78
合歡山,False,1696,南投一日遊包車｜暢遊日月潭、清境農場、溪頭、杉林溪、合歡山 、等知名景點｜台中出發,128985,35,3.93,台灣南投 | 清境農場合歡山星空之旅,136087.0,3.0,23.45
涉谷,False,1680,東京地鐵三日券/二日券/一日券 Tokyo Subway Ticket,5989,5,3.39,澀谷SHIBUYA SKY展望台門票,133300.0,2.0,83.16
九族,False,1661,南投九族文化村門票,18440,99,62.86,九族文化村&日月潭纜車一日遊｜台中出發,6100.0,0.0,8.28
奇美博物館,True,1630,奇美博物館特展門票｜大英博物館《埃及之王：法老》,535777,278,59.65,奇美博物館｜消失的法老 VR 沉浸探險,572923.0,41.0,27.82
首爾塔,True,1617,韓國首爾｜南山 N 首爾塔 N Seoul Tower 展望台電子門票,2768,224,60.53,首爾城市之旅 - 景福宮、N 首爾塔、仁寺洞 - 韓國,163586.0,0.0,6.8
新北,False,1608,【4人成團】北投陽明山｜竹子湖海芋季＆繡球花季＆金針花季＆小油坑＆冷水坑｜台北出發,123686,23,6.32,桃園機場接送機服務｜全台各地市區專車接送,138845.0,0.0,0.0
百果山,False,1604,彰化百果山探索樂園門票,116315,408,84.65,【含 1 人成團方案】積丹半島一日遊 | 積丹水中展望船・小樽運河・神威岬・島武意海岸・余市NITORI觀光果園 | 札幌出發,39100.0,0.0,0.94
Shibuya,False,1574,成田機場 (NRT) 往返東京、新宿、橫濱｜N'EX成田特快車票,529712,15,8.47,澀谷SHIBUYA SKY展望台門票,133300.0,10.0,88.42
波特羅,False,1571,圓潤的魔法 波特羅特展 門票,579180,102,77.4,日本環球影城門票 Universal Studios Japan,2247.0,0.0,0.23
吉卜力公園,True,1547,日本吉卜力公園門票（標準／高級大散步券）｜任搭一日遊或住宿套裝方案 © Studio Ghibli,139872,53,48.84,【名古屋吉卜力公園/樂高樂園接送】日本｜名古屋市內飯店⮂吉卜力公園Ghibli Park/  樂高樂園 ⁄長島溫泉樂園/長島三井奧萊/名古屋出發鈴鹿賽道/鈴鹿賽車場樂園,162094.0,17.0,22.75
sky,False,1545,澀谷SHIBUYA SKY展望台門票,133300,6,51.39,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012.0,3.0,1.85
白沙屯,False,1529,2026 白沙屯媽祖進香體驗接送,102519,351,68.67,KKday獨家｜今年想翻身就這一趟｜台中廣天宮 財神爺借財庫 × 苗栗白沙屯媽祖祈福一日遊｜財運＋平安一次到位｜台北桃園指定地點出發｜VIP保留席,100280.0,65.0,22.38
尚順,False,1518,苗栗尚順育樂世界門票,27174,371,63.72,苗栗親子飯店｜尚順君樂飯店 Grand Royal Hotel｜贈 全台最大室內主題遊樂園 入場券,166162.0,45.0,32.64
海之中道,False,1486,日本九州福岡海之中道水族館門票 MARINE WORLD,27448,83,61.27,福岡北九州賞花一日遊｜季節限定河內藤園紫藤隧道・小倉城庭園・海之中道海濱公園・宮地嶽神社光之道・THE OUTLETS KITAKYUSHU（博多出發）,574065.0,28.0,20.75
Ha,False,1463,關西機場特快 HARUKA 車票,18940,1,0.0,【專屬包車接送】大阪-環球城港/京都/奈良/神戶/名古屋/東京等地區單程接送,134740.0,0.0,0.0
故宮,False,1460,國立故宮博物院門票｜台北故宮、嘉義故宮南院電子票,18094,65,54.28,【中國】北京故宮博物院半日遊｜故宮首道門票＋無線耳麥＋3小時導遊講解｜ 中文/英文/粵語導覽,158900.0,2.0,16.0
Es,False,1456,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,8,20.0,【50% OFF】日本 eSIM｜Docomo / KDDI / SoftBank / Rakuten｜支援ChatGPT 及 Gemini,137689.0,0.0,0.0
由布,False,1452,九州大分一日遊｜太宰府天滿宮・別府纜車・由布院（湯布院）・湯平街道・金鱗湖｜可預約由布院之森觀光列車（福岡出發）,248949,49,7.69,【1人成團】九州大分由布院＆別府地獄一日遊｜金鱗湖・九州自然動物園・博多出發（可選由布院之森列車）,175897.0,0.0,16.07
F1,False,1440,新加坡F1門票住宿四天三夜,168524,1773,31.92,2026新加坡航空F1新加坡大獎賽@濱海灣街賽道 | 新加坡一級方程式賽車,129639.0,284.0,52.35
shibuya sky,False,1411,澀谷SHIBUYA SKY展望台門票,133300,11,69.07,SKY HOP BUS 觀光巴士｜一日券/兩日券 無限次搭乘（東京 自由上下車）,2048.0,0.0,3.0
九九峰,False,1375,南投九九峰動物樂園門票,140551,214,73.69,薰衣草森林南投九九峰園區門票,575535.0,1.0,21.21
東京鐵塔,True,1324,東京鐵塔大展望台門票 Tokyo Tower,12271,75,69.87,日本東京雙層露天觀光巴士車票｜VIP VIEW TOUR,23771.0,6.0,5.56
恐龍,False,1324,恐龍大復活關渡探險樂園門票,547603,68,76.37,彰化古生物奇幻樂園門票,146414.0,3.0,21.05
近鐵,False,1309,日本關西近鐵電車周遊券｜KINTETSU RAIL PASS 1日・2日・5日・5日PLUS版通票,18572,55,52.1,日本近鐵特急列車車票｜大阪・京都往返名古屋・奈良・伊勢志摩全路線,576982.0,7.0,40.46
Haru,False,1273,關西機場特快 HARUKA 車票,18940,26,88.29,阿倍野展望台門票 HARUKAS 300,19513.0,0.0,3.13
小叮噹,True,1253,小叮噹科學主題樂園門票・滑雪預約,101848,121,76.14,小叮噹度假村,355365.0,0.0,6.46
水舞,False,1175,澳門新濠天地水舞間門票 House of Dancing Water,4366,1296,86.14,清邁夜間動物園門票 Chiang Mai Night Safari,20563.0,0.0,0.0
Busan pass,False,1174,釜山通行證 VISIT BUSAN PASS,138477,363,89.01,免費領取 新世界免稅店Gold Pass折扣卡 (明洞店&釜山店）,531191.0,0.0,5.23
利木津,False,1149,東京利木津巴士｜羽田機場 (HND)・成田機場 (NRT) 至東京市區・迪士尼｜接送車票,18551,120,41.58,日本關西機場 (KIX) 至京都、大阪市區｜利木津巴士車票,4835.0,81.0,42.22
福湯,False,1145,福湯岩盤浴 台中新時代館,268051,78,50.72,福湯岩盤浴 新竹湳雅館,119325.0,51.0,52.57
涉谷sky,False,1137,澀谷SHIBUYA SKY展望台門票,133300,16,79.17,SKY HOP BUS 觀光巴士｜一日券/兩日券 無限次搭乘（東京 自由上下車）,2048.0,9.0,14.63
藏王,False,1130,日本 東北仙台藏王御釜・狐狸村・長老湖・滑津瀑布一日遊（仙台出發）,145844,109,15.08,宮城仙台｜藏王狐狸村、日本三景松島拼車一日遊 ｜仙台站出發,20358.0,2.0,11.43
海岸列車,False,1116,釜山通行證 VISIT BUSAN PASS,138477,195,10.39,韓國釜山｜海雲台藍線公園海岸列車・天空膠囊列車票,123012.0,98.0,78.43
十鼓,False,1095,台南十鼓文創園區門票,21264,39,69.66,台南｜頑皮世界．十鼓仁糖文創園區 直達接駁車｜台南市區上車,212925.0,0.0,4.62
T,False,1095,釜山通行證 VISIT BUSAN PASS,138477,6,0.0,KDDI 5G 高速原生日本eSIM｜支援ChatGPT,243815.0,0.0,0.0
東北,False,1093,JR PASS 東日本鐵路周遊券,6681,24,4.4,KDDI (au)日本 eSIM｜無限流量 5G 高速上網｜全球最傑出的網路體驗,530339.0,0.0,0.76
Ktx,False,1093,首爾 -釜山KTX 火車票,536336,50,71.82,釜山專車接送：金海機場(PUS)、釜山KTX車站 ↔ 釜山市區,18410.0,0.0,5.73
伊藤潤二,False,1076,伊藤潤二展 誘惑 JUNJI ITO EXHIBITION: ENCHANTMENT,579222,142,76.6,—,,,
計畫票,False,1074,【 嗨玩大九州 】台灣虎航・桃園出發│佐賀＆大分＆宮崎 5日計畫票│贈唐吉軻德優惠券・不含機上餐,133005,104,15.17,真航空・桃園出發｜首爾/釜山/濟州 計畫機票｜1人成行・含行李,146962.0,17.0,8.18
豪斯登堡,True,1069,日本九州｜豪斯登堡 HUIS TEN BOSCH 一日遊｜含往返巴士（博多出發）,161157,138,24.62,日本長崎｜九州豪斯登堡門票 Huis Ten Bosch,3988.0,137.0,56.98
xpark,True,1058,桃園Xpark水族館門票,101517,81,50.65,加購高鐵票 75 折起｜Xpark、台北101觀景台等全台高鐵組合優惠｜高鐵國旅聯票,124693.0,0.0,11.36
巴厘島,False,1052,酷航・桃園出發｜峇里島 5＋1 天計劃機票｜1 人成行,143709,25,8.22,峇里島｜藍夢島和珀尼達島浮潛體驗之旅,134246.0,18.0,13.79
兒童,False,1048,臺北市立兒童新樂園門票,34133,7,35.37,屏東海生館｜國立海洋生物館門票,9468.0,2.0,0.0
e,False,1047,【50% OFF】日本 eSIM 無限流量 Rakuten / KDDI / Docomo,121004,3,40.0,釜山通行證 VISIT BUSAN PASS,138477.0,0.0,0.0
金,False,1042,【限量促銷】黑部立山雪牆絕景二日遊｜立山黑部阿爾卑斯山路線大雪谷＆上高地＆白川鄉合掌村＆飛騨高山古街＆金澤兼六園＆東茶屋街｜日本名古屋出發（含立山黑部六種交通工具票券）,573405,112,0.0,限量優惠・桃園出發｜日本東京 5 天 & 6天計劃機票｜酷航・含行李,135223.0,0.0,0.0
三鷹,False,1038,日本東京｜三鷹之森吉卜力美術館＆井之頭公園・漫步半日遊｜保證入園,21611,18,57.06,日本成田機場（NRT）・羽田機場（HND）機場專車接送 ｜機場 ⮂東京23區內及各大景點/東京迪士尼度假區/近郊地區（橫濱/箱根/河口湖/輕井澤/伊豆/長野縣/水戶）,174325.0,15.0,0.0
Skyl,False,1037,【機場市區交通】京成 Skyliner（單程）,7913,22,87.1,釜山斜坡滑車門票,152412.0,3.0,7.69
KTX,False,1036,首爾 -釜山KTX 火車票,536336,114,63.55,"韓國釜山｜金海機場 (PUS), KTX 釜山站－釜山市區｜機場接送專車",6522.0,7.0,0.0
蘭陽,False,1026,宜蘭蘭陽博物館常設展門票,101866,3,15.79,蘭陽烏石港海景酒店,306905.0,0.0,0.93
藍皮,False,1018,藍皮解憂號觀光列車套票｜車票＆中文導覽＆特色餐點,24011,181,69.08,藍皮書歐亞飯店,479104.0,0.0,0.0
頑皮世界,True,1009,台南頑皮世界野生動物園門票,100025,75,73.8,【限量場次】台南學甲｜頑皮世界野生動物園｜水豚互動體驗預約,123754.0,3.0,17.14
shibuya,False,999,澀谷SHIBUYA SKY展望台門票,133300,24,72.12,成田機場 (NRT) 往返東京、新宿、橫濱｜N'EX成田特快車票,529712.0,0.0,0.0
